Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
HP1509101_G9	(1.0, 46.14281743303147)	(2.0, 7.09990783140462)	(3.0, 3.9391102073061903)	(4.0, 2.9991368337892994)	(5.0, 2.3042148844966572)	(6.0, 1.9267625415124428)	(7.0, 1.674396149400904)	(8.0, 1.4454376545286967)	(9.0, 1.2969438064166898)	('>10', 21.08393194153878)	('>50', 6.556405717378901)	('>100', 3.530934999195354)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H1	(1.0, 53.24775266584958)	(2.0, 8.573112371490158)	(3.0, 3.771579456768713)	(4.0, 2.647296930483216)	(5.0, 1.929326498494904)	(6.0, 1.5361754949170732)	(7.0, 1.419803814469411)	(8.0, 1.1631375461862419)	(9.0, 0.9511581719600728)	('>10', 13.688247372581472)	('>50', 4.9720464750051585)	('>100', 5.757653031935572)	('>500', 0.34271016985844627)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H10	(1.0, 32.425358073314825)	(2.0, 6.105899189060264)	(3.0, 3.9042528468510342)	(4.0, 3.1165527110828433)	(5.0, 2.4279266607140673)	(6.0, 1.9154323177220298)	(7.0, 1.7295155154910282)	(8.0, 1.7417468840588572)	(9.0, 1.5301442078354146)	('>10', 24.23645681715327)	('>50', 9.222451900143106)	('>100', 10.993554068764753)	('>500', 0.6507088078085057)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H11	(1.0, 35.32618817847287)	(2.0, 6.7454472119492515)	(3.0, 3.1849379713267227)	(4.0, 2.1583226627141046)	(5.0, 1.6050851825227308)	(6.0, 1.2889665907498657)	(7.0, 1.1473297800652065)	(8.0, 0.9949294397830087)	(9.0, 0.9399245225211352)	('>10', 15.85504316001739)	('>50', 8.278834443618017)	('>100', 15.549331947586994)	('>500', 4.375658741152028)	('>1k', 2.550000167520682)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H12	(1.0, 89.56639566395664)	(2.0, 6.233062330623306)	(3.0, 2.642276422764228)	(4.0, 0.8130081300813009)	(5.0, 0.33875338753387535)	(6.0, 0.40650406504065045)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H13	(1.0, 36.12247076533176)	(2.0, 5.687181056084943)	(3.0, 2.901962442430067)	(4.0, 2.0289084801531083)	(5.0, 1.6447199575411222)	(6.0, 1.3637301877473647)	(7.0, 1.2579877727806201)	(8.0, 1.1624614433589806)	(9.0, 0.9574296074511272)	('>10', 17.14996774236435)	('>50', 8.040810346853181)	('>100', 18.492839703704153)	('>500', 2.9673647832147596)	('>1k', 0.2221657109844548)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H14	(1.0, 66.32970173245224)	(2.0, 8.737274513305948)	(3.0, 4.586533309519557)	(4.0, 3.3148776567244154)	(5.0, 2.5361671727094124)	(6.0, 1.4574031076978031)	(7.0, 1.3502411144847295)	(8.0, 1.4574031076978031)	(9.0, 0.9323093409537417)	('>10', 8.647972852295052)	('>50', 0.6501160921593142)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H15	(1.0, 75.40827147401909)	(2.0, 9.862142099681867)	(3.0, 4.676564156945917)	(4.0, 3.0540827147401908)	(5.0, 2.2799575821845175)	(6.0, 1.1452810180275714)	(7.0, 0.8907741251325556)	(8.0, 0.4241781548250266)	(9.0, 0.5726405090137857)	('>10', 1.6861081654294803)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H16	(1.0, 19.728919859653228)	(2.0, 4.512654336318512)	(3.0, 2.2300508395265664)	(4.0, 1.6526049193905854)	(5.0, 1.2776188805172852)	(6.0, 1.0760883161553256)	(7.0, 0.9650998195381092)	(8.0, 0.9035210069918651)	(9.0, 0.8444583344065087)	('>10', 15.011503893262118)	('>50', 7.821057876945716)	('>100', 21.366152668608436)	('>500', 10.163214024399961)	('>1k', 12.447055224285783)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H17	(1.0, 60.438084755090806)	(2.0, 7.8943313153549814)	(3.0, 4.2267473858007705)	(4.0, 2.8882773802971933)	(5.0, 2.3115024766097965)	(6.0, 1.809576224545955)	(7.0, 1.4793615850302697)	(8.0, 1.3736929003852503)	(9.0, 0.9708310401761144)	('>10', 13.886626307099615)	('>50', 2.1860209135938358)	('>100', 0.53494771601541)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H18	(1.0, 93.16582914572864)	(2.0, 4.623115577889447)	(3.0, 1.809045226130653)	(4.0, 0.4020100502512563)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H19	(1.0, 57.83136993405942)	(2.0, 9.194635845002592)	(3.0, 5.323405201155813)	(4.0, 3.526709639179077)	(5.0, 2.6487367563162185)	(6.0, 2.2004889975550124)	(7.0, 1.7633548195895385)	(8.0, 1.6596280654960363)	(9.0, 1.6670371193598579)	('>10', 11.395124842557605)	('>50', 2.7895087797288287)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H2	(1.0, 28.860830430426283)	(2.0, 5.498689889775645)	(3.0, 2.3853653367771397)	(4.0, 1.6176407530389478)	(5.0, 1.2616226369476613)	(6.0, 1.0298474879022304)	(7.0, 0.917028137665993)	(8.0, 0.8923117488611828)	(9.0, 0.7594623684968352)	('>10', 14.043531084882902)	('>50', 7.572526639179928)	('>100', 19.830165464343956)	('>500', 8.246224787222364)	('>1k', 7.08475323447891)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H20	(1.0, 52.31206117499798)	(2.0, 8.31881676323407)	(3.0, 3.508469335574338)	(4.0, 2.3301435216987074)	(5.0, 1.6194385313027768)	(6.0, 1.3040591623606728)	(7.0, 1.0143487809834573)	(8.0, 0.925245163655653)	(9.0, 0.8186899082073062)	('>10', 11.792460577817149)	('>50', 4.674743110672624)	('>100', 9.07088975295041)	('>500', 2.131229974160274)	('>1k', 0.17940424238459055)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H21	(1.0, 49.3642194527172)	(2.0, 7.661838840500318)	(3.0, 3.3714038842783816)	(4.0, 2.2022821200098597)	(5.0, 1.6756864295462908)	(6.0, 1.433431681963966)	(7.0, 1.261945367871683)	(8.0, 1.095135963057103)	(9.0, 1.0004445212027646)	('>10', 15.23515581506602)	('>50', 5.180961129454675)	('>100', 9.030496262985254)	('>500', 1.48699853134648)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H22	(1.0, 41.08856989004362)	(2.0, 7.771284938022246)	(3.0, 3.517242041633579)	(4.0, 2.2559590844658297)	(5.0, 1.6414060439240825)	(6.0, 1.2903487952628014)	(7.0, 1.1737842404909766)	(8.0, 1.0187561884711165)	(9.0, 0.8684618124151487)	('>10', 13.593374123072005)	('>50', 6.863241487072188)	('>100', 13.270400456597622)	('>500', 3.798724637745818)	('>1k', 1.8484462607830006)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H23	(1.0, 40.95092876162126)	(2.0, 7.528938159558739)	(3.0, 3.158279635167323)	(4.0, 2.0862534459487945)	(5.0, 1.600689783366769)	(6.0, 1.2728945125389437)	(7.0, 1.0390291720953155)	(8.0, 0.9366404835319593)	(9.0, 0.8026514068917053)	('>10', 12.672880734843147)	('>50', 6.181003105765989)	('>100', 14.61833664915587)	('>500', 4.122727907273275)	('>1k', 3.0287462422408975)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H24	(1.0, 36.807899053732235)	(2.0, 7.7371064057230665)	(3.0, 3.30425394142465)	(4.0, 2.183137938636065)	(5.0, 1.6180932773828194)	(6.0, 1.2562609667767075)	(7.0, 1.1072709584955949)	(8.0, 0.951132489070324)	(9.0, 0.8316392945794032)	('>10', 13.520187379567655)	('>50', 6.031947664888152)	('>100', 14.278376586021855)	('>500', 5.194328404862187)	('>1k', 5.178365638839306)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H3	(1.0, 29.05632938482722)	(2.0, 5.703588722777741)	(3.0, 3.2643505077019075)	(4.0, 2.405202333005007)	(5.0, 2.0756731111374687)	(6.0, 1.7420183278067998)	(7.0, 1.3825787853315663)	(8.0, 1.283049615033546)	(9.0, 1.2020854713196125)	('>10', 20.708255764182905)	('>50', 9.202580538695187)	('>100', 19.92904034283416)	('>500', 2.0452470953468826)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H4	(1.0, 32.736054629488265)	(2.0, 6.750961151438604)	(3.0, 3.901511471359769)	(4.0, 3.153409485211453)	(5.0, 2.3109272855973018)	(6.0, 2.2484697913919693)	(7.0, 2.0985718052991715)	(8.0, 1.510083415453372)	(9.0, 1.586420352815445)	('>10', 23.48956959846771)	('>50', 9.471332010159752)	('>100', 10.742689003317187)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H5	(1.0, 64.842595749517)	(2.0, 9.591999090805773)	(3.0, 4.7050801227412204)	(4.0, 2.977611092169565)	(5.0, 2.954881236504148)	(6.0, 2.4548244118649847)	(7.0, 2.1081941129673827)	(8.0, 1.4092510512558245)	(9.0, 1.4831230821684283)	('>10', 7.142857142857142)	('>50', 0.3295829071485396)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H6	(1.0, 92.52199413489735)	(2.0, 4.69208211143695)	(3.0, 2.1994134897360706)	(4.0, 0.5865102639296188)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H7	(1.0, 47.114102808256305)	(2.0, 6.826538534784583)	(3.0, 3.645459472920909)	(4.0, 2.698387120401975)	(5.0, 2.2156951789402752)	(6.0, 1.8677761012554386)	(7.0, 1.5381685539750671)	(8.0, 1.4180449145217762)	(9.0, 1.239324377774197)	('>10', 19.717123478311823)	('>50', 6.275727700218274)	('>100', 5.44365175863938)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H8	(1.0, 37.59112652225681)	(2.0, 7.4196311073047445)	(3.0, 4.223675140475843)	(4.0, 3.26697721053621)	(5.0, 2.8408497482923565)	(6.0, 2.506632130846197)	(7.0, 1.9447287615148412)	(8.0, 1.8381968959538781)	(9.0, 1.6167777243957973)	('>10', 24.01144695339753)	('>50', 6.630041986088192)	('>100', 6.109915818937606)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_H9	(1.0, 30.55907828173181)	(2.0, 5.753769796026476)	(3.0, 2.9469051180134094)	(4.0, 2.22305265890286)	(5.0, 1.6969672817790171)	(6.0, 1.5685916913943627)	(7.0, 1.3395249752293612)	(8.0, 1.1697175614050928)	(9.0, 1.011103393260723)	('>10', 18.24654991387509)	('>50', 8.393829918398083)	('>100', 18.55282316842023)	('>500', 4.394915289349415)	('>1k', 2.1431709522140614)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I1	(1.0, 96.3265306122449)	(2.0, 3.6734693877551026)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I10	(1.0, 52.21389340198526)	(2.0, 7.191729147041372)	(3.0, 3.6555801420980654)	(4.0, 2.5355559774307106)	(5.0, 2.103926671190698)	(6.0, 1.8387660693877168)	(7.0, 1.4999829980096415)	(8.0, 1.2066902330356892)	(9.0, 1.0989500336575027)	('>10', 16.644065133940185)	('>50', 4.905171855023548)	('>100', 5.105688337199617)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I11	(1.0, 41.396102637272314)	(2.0, 7.42406501291108)	(3.0, 4.315325025783388)	(4.0, 3.0366240433005838)	(5.0, 2.419373599361037)	(6.0, 1.9913305779356227)	(7.0, 1.8292635643886817)	(8.0, 1.5756946006094958)	(9.0, 1.528392744980963)	('>10', 20.937662357803642)	('>50', 6.685070448747277)	('>100', 6.861095386905916)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I12	(1.0, 41.52074145170197)	(2.0, 7.937908027862514)	(3.0, 3.3494827310212814)	(4.0, 2.2074179214779632)	(5.0, 1.6318028124828403)	(6.0, 1.3321018446658621)	(7.0, 0.9778701243356449)	(8.0, 0.9271658963942174)	(9.0, 0.8000992504166761)	('>10', 11.823277364414048)	('>50', 5.053441464352198)	('>100', 12.09526814304949)	('>500', 4.890901933954614)	('>1k', 5.452521033870688)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I13	(1.0, 47.38263853398554)	(2.0, 8.4215521647076)	(3.0, 4.895232532671388)	(4.0, 3.4460100751989486)	(5.0, 2.810834489304227)	(6.0, 2.1245528217857927)	(7.0, 1.9931371833248157)	(8.0, 1.6499963495655985)	(9.0, 1.3141563846097686)	('>10', 18.588011973424837)	('>50', 4.897057749872235)	('>100', 2.4768197415492446)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I14	(1.0, 34.70815886264671)	(2.0, 6.3315449427637285)	(3.0, 2.8179239424487137)	(4.0, 1.946442616959675)	(5.0, 1.5129532871916194)	(6.0, 1.28268835606765)	(7.0, 1.0607942893188564)	(8.0, 0.9639945087840692)	(9.0, 0.9048081531855737)	('>10', 15.36139417710404)	('>50', 8.105992747031369)	('>100', 16.408578283217317)	('>500', 4.838609216578924)	('>1k', 3.7561166167017284)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I15	(1.0, 19.313697613472307)	(2.0, 4.742760610660753)	(3.0, 2.407876317888917)	(4.0, 1.7446854125912867)	(5.0, 1.4723853584027813)	(6.0, 1.2017542385600972)	(7.0, 1.0514664967774958)	(8.0, 0.9477532637099233)	(9.0, 0.9075094053669704)	('>10', 15.890482676618678)	('>50', 8.836321064436019)	('>100', 22.173490648456333)	('>500', 10.982575834890886)	('>1k', 8.327241058167543)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I16	(1.0, 73.46756949394155)	(2.0, 7.5641482537419815)	(3.0, 3.367783321454027)	(4.0, 2.298645759087669)	(5.0, 1.7818959372772631)	(6.0, 1.2829650748396295)	(7.0, 1.0914112615823237)	(8.0, 0.962223806129722)	(9.0, 0.6013898788310762)	('>10', 6.352459016393443)	('>50', 1.2295081967213115)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I17	(1.0, 46.51880129651441)	(2.0, 9.5270598734962)	(3.0, 4.3122256120964115)	(4.0, 2.791859815020575)	(5.0, 1.9302496809895462)	(6.0, 1.5239711506599058)	(7.0, 1.2421067701112345)	(8.0, 1.046350604386936)	(9.0, 0.8775820688016859)	('>10', 10.794224019805153)	('>50', 4.547081124023776)	('>100', 9.741444953582109)	('>500', 2.8567285625277794)	('>1k', 2.2903144679843233)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I18	(1.0, 63.60764254550926)	(2.0, 8.958928840078231)	(3.0, 4.581013991274259)	(4.0, 2.9787874228975477)	(5.0, 2.20024071009478)	(6.0, 1.579659996991124)	(7.0, 1.3427109974424554)	(8.0, 1.5947043779148486)	(9.0, 0.8462464269595306)	('>10', 10.023318790431773)	('>50', 2.2867459004061983)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I19	(1.0, 34.585645966418824)	(2.0, 7.22588752748979)	(3.0, 4.152267253115509)	(4.0, 2.956679582504276)	(5.0, 2.3649945893112716)	(6.0, 1.8954864383705101)	(7.0, 1.7959995811079696)	(8.0, 1.5080113100848256)	(9.0, 1.2880929940307886)	('>10', 21.592138792892797)	('>50', 7.660488009215624)	('>100', 12.475128285684365)	('>500', 0.49917966977344924)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I2	(1.0, 75.2283718430951)	(2.0, 7.630306286942504)	(3.0, 4.1912950026867275)	(4.0, 3.2240730789897905)	(5.0, 2.059824467132366)	(6.0, 1.8269747447608813)	(7.0, 0.877664338169443)	(8.0, 0.5731685473759627)	(9.0, 0.16120365394948952)	('>10', 4.227118036897725)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I20	(1.0, 78.69235259778166)	(2.0, 9.963027826425375)	(3.0, 4.9620548744892)	(4.0, 1.8680677174547577)	(5.0, 0.972951936174353)	(6.0, 0.7005253940455342)	(7.0, 0.8172796263864566)	(8.0, 0.46701692936368944)	(9.0, 0.5253940455341506)	('>10', 1.0313290523448142)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I21	(1.0, 53.98007250627445)	(2.0, 7.55627892523693)	(3.0, 3.4928942054360776)	(4.0, 2.359128812846598)	(5.0, 1.7333902463315767)	(6.0, 1.4508474346071898)	(7.0, 1.1908340742956451)	(8.0, 1.1160115743620858)	(9.0, 0.9325676598461794)	('>10', 14.534990092628838)	('>50', 4.916162079284051)	('>100', 6.736822388850379)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I22	(1.0, 69.18526734137437)	(2.0, 8.419982439114563)	(3.0, 4.325523360598918)	(4.0, 2.6803456721659966)	(5.0, 1.7791949720412217)	(6.0, 1.4695688340496327)	(7.0, 1.229261980683026)	(8.0, 0.81334627293313)	(9.0, 0.7070567031748233)	('>10', 8.706502148897824)	('>50', 0.6839502749664956)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I23	(1.0, 41.13693419200141)	(2.0, 6.428084573550455)	(3.0, 2.7860927061979734)	(4.0, 1.8571899461523256)	(5.0, 1.4964776342436659)	(6.0, 1.2036107216046172)	(7.0, 1.0278131388491747)	(8.0, 0.9045129609953159)	(9.0, 0.815919581583225)	('>10', 13.788338610213591)	('>50', 7.302800875814998)	('>100', 15.519047847739317)	('>500', 3.6204315795174793)	('>1k', 2.112745631536448)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I24	(1.0, 37.53948077148063)	(2.0, 6.133265200163789)	(3.0, 2.8018727327820936)	(4.0, 1.939746335477559)	(5.0, 1.5863948120712184)	(6.0, 1.2479842334904214)	(7.0, 1.1513740332563527)	(8.0, 1.0732183453080908)	(9.0, 0.8626333499412491)	('>10', 16.154873716465655)	('>50', 7.449826604487527)	('>100', 14.634563954914736)	('>500', 4.211707844557379)	('>1k', 3.213058065603306)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I3	(1.0, 59.48621617505204)	(2.0, 8.701832766411128)	(3.0, 5.147992080012185)	(4.0, 3.5944560085292174)	(5.0, 2.513073056810682)	(6.0, 1.6449205462760828)	(7.0, 1.7413819363354825)	(8.0, 1.4621515966898513)	(9.0, 1.2793826471036198)	('>10', 13.296441082398335)	('>50', 1.1321521043813778)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I4	(1.0, 65.97961494903737)	(2.0, 9.275198187995471)	(3.0, 4.92638731596829)	(4.0, 2.9898074745186864)	(5.0, 1.868629671574179)	(6.0, 2.17440543601359)	(7.0, 1.2684031710079275)	(8.0, 0.9513023782559458)	(9.0, 1.1721404303510758)	('>10', 8.68629671574179)	('>50', 0.7078142695356738)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I5	(1.0, 58.41601048690484)	(2.0, 7.477306804816076)	(3.0, 3.8652504556596066)	(4.0, 2.7258769763954858)	(5.0, 2.3972633488063066)	(6.0, 1.7885200714689748)	(7.0, 1.5963798629878698)	(8.0, 1.271357641164693)	(9.0, 1.2282607719726695)	('>10', 13.609632150264417)	('>50', 3.000619517494635)	('>100', 2.6235219120644295)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I6	(1.0, 45.59127813270731)	(2.0, 6.2922937047067835)	(3.0, 2.93971089958638)	(4.0, 2.0770577591521384)	(5.0, 1.6723486109104666)	(6.0, 1.2418372028825932)	(7.0, 1.1178026920848598)	(8.0, 1.0394136797777682)	(9.0, 0.8085685841408379)	('>10', 15.079941793419687)	('>50', 6.437858402766347)	('>100', 13.291854697794909)	('>500', 1.9982692643795843)	('>1k', 0.4117645756903386)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I7	(1.0, 71.30466208890495)	(2.0, 9.541019154318757)	(3.0, 5.63787495482472)	(4.0, 4.047705095771594)	(5.0, 3.0719190458980847)	(6.0, 1.5178894109143477)	(7.0, 0.7589447054571739)	(8.0, 0.5782435851102277)	(9.0, 0.32526201662450305)	('>10', 3.2164799421756416)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I8	(1.0, 38.35942992650346)	(2.0, 6.619632694965273)	(3.0, 3.4515339176198587)	(4.0, 2.594520899035204)	(5.0, 1.8992079615903275)	(6.0, 1.6455231436161681)	(7.0, 1.5038253173603315)	(8.0, 1.2286572805667388)	(9.0, 1.1847766634036412)	('>10', 17.9087768796893)	('>50', 7.70699047903117)	('>100', 14.532254806941344)	('>500', 0.8977242927950428)	('>1k', 0.46714573688214556)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_I9	(1.0, 23.296117923335622)	(2.0, 5.1070157440656665)	(3.0, 2.797134561711011)	(4.0, 2.1129637644828345)	(5.0, 1.7130800403456117)	(6.0, 1.4660778019701979)	(7.0, 1.2332405665123705)	(8.0, 1.1095918952109387)	(9.0, 1.051751466630794)	('>10', 19.16849509399642)	('>50', 9.5675741581473)	('>100', 22.004741824015657)	('>500', 7.415379027356509)	('>1k', 1.9568361322190784)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J1	(1.0, 72.54809948381042)	(2.0, 8.634443923040825)	(3.0, 4.540122008446739)	(4.0, 2.9094321914594086)	(5.0, 1.7010793054903801)	(6.0, 1.6893477240732049)	(7.0, 1.2318160488033787)	(8.0, 1.5016424213984045)	(9.0, 0.8446738620366024)	('>10', 4.3993430314406385)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J10	(1.0, 49.76943346508564)	(2.0, 10.979358805445761)	(3.0, 6.851119894598155)	(4.0, 4.259991216512956)	(5.0, 3.6231884057971016)	(6.0, 1.9104084321475625)	(7.0, 2.2288098375054894)	(8.0, 2.0202020202020203)	(9.0, 1.383399209486166)	('>10', 15.733421168203776)	('>50', 1.2406675450153712)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J11	(1.0, 74.79247486755933)	(2.0, 7.333249906144412)	(3.0, 3.46639969966212)	(4.0, 2.2191632252951234)	(5.0, 1.522546197805865)	(6.0, 1.101238893755475)	(7.0, 1.1971801610144746)	(8.0, 0.7675301380719977)	(9.0, 0.600675760230259)	('>10', 6.503149376381763)	('>50', 0.4963917740791724)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J12	(1.0, 44.711592420676105)	(2.0, 8.870705457138584)	(3.0, 4.2046768592391075)	(4.0, 2.81214742181816)	(5.0, 2.450697852664719)	(6.0, 1.882054391014362)	(7.0, 1.7353747047268258)	(8.0, 1.5650117739416542)	(9.0, 1.2616059611112609)	('>10', 19.27906599888273)	('>50', 5.762772983326976)	('>100', 5.1690133548191834)	('>500', 0.29528082064032046)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J13	(1.0, 72.83008199038733)	(2.0, 9.838846480067854)	(3.0, 4.919423240033927)	(4.0, 3.3927056827820183)	(5.0, 1.8377155781735937)	(6.0, 1.0178117048346056)	(7.0, 1.7811704834605597)	(8.0, 0.6785411365564037)	(9.0, 0.5089058524173028)	('>10', 3.194797851286401)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J14	(1.0, 78.56550198211487)	(2.0, 7.154051811560801)	(3.0, 2.7657416797271135)	(4.0, 1.9360191758089795)	(5.0, 1.244583755877201)	(6.0, 1.244583755877201)	(7.0, 0.7421406840601088)	(8.0, 0.47939522448603294)	(9.0, 0.4978335023508805)	('>10', 5.370148428136812)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J15	(1.0, 50.31892959737826)	(2.0, 7.9240653042829)	(3.0, 3.6330801995693696)	(4.0, 2.340650090933479)	(5.0, 1.8249648958453732)	(6.0, 1.4951562591985583)	(7.0, 1.1790001530932392)	(8.0, 1.0796320979724243)	(9.0, 0.9851229834390235)	('>10', 14.468255651502412)	('>50', 5.9374228362251324)	('>100', 8.57715505900874)	('>500', 0.2365648715510745)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J16	(1.0, 51.71431142574316)	(2.0, 6.663267040625531)	(3.0, 3.2786393496715363)	(4.0, 2.5797162312145665)	(5.0, 1.9597844237133917)	(6.0, 1.5418303986561477)	(7.0, 1.4698383177850436)	(8.0, 1.2958574556798752)	(9.0, 1.0618831928487866)	('>10', 17.916029236783952)	('>50', 7.101218865924748)	('>100', 3.4176240613532514)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J17	(1.0, 30.50306531775866)	(2.0, 6.496455332139163)	(3.0, 3.9016575421954234)	(4.0, 2.8710548225143175)	(5.0, 2.5796604182960365)	(6.0, 2.005701743320635)	(7.0, 1.7836869591543254)	(8.0, 1.8467593410197543)	(9.0, 1.6688952241592452)	('>10', 24.75590988218079)	('>50', 9.662688901783687)	('>100', 11.213008048035926)	('>500', 0.7114564674420365)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
HP1509101_J18	(1.0, 52.32110912343471)	(2.0, 8.13953488372093)	(3.0, 4.293381037567084)	(4.0, 3.479427549194991)	(5.0, 2.4485688729874777)	(6.0, 1.9991055456171736)	(7.0, 1.6592128801431127)	(8.0, 1.556350626118068)	(9.0, 1.2477638640429338)	('>10', 19.322450805008945)	('>50', 3.5330948121645798)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
