Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
HP1525301T2D_O9 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0002563182447326601)	(8, 0.0002563182447326601)	(9, 0.0005126364894653202)	(10, 0.0005126364894653202)	(11, 0.0010252729789306404)	(12, 0.0010252729789306404)	(13, 0.0010252729789306404)	(14, 0.0010252729789306404)	(15, 0.0010252729789306404)	(16, 0.0010252729789306404)	(17, 0.0010252729789306404)	(18, 0.0012815912236633004)	(19, 0.0012815912236633004)	(20, 0.0012815912236633004)	(21, 0.0017942277131286204)	(22, 0.002563182447326601)	(23, 0.002563182447326601)	(24, 0.002819500692059261)	(25, 0.002819500692059261)	(26, 0.0033321371815245807)	(27, 0.004613728405187882)	(28, 0.014610139949761625)	(29, 0.03434664479417645)	(30, 0.055877377351719895)	(31, 0.12175116624801353)	(32, 0.20172245860460347)
HP1525301T2D_O9 - polya	(1, 0.0030758189367919206)	(2, 0.003588455426257241)	(3, 0.004101091915722561)	(4, 0.007689547341979802)	(5, 0.013072230481365663)	(6, 0.017429640641820884)	(7, 0.018198595376018863)	(8, 0.021018096068078126)	(9, 0.025888142717998667)	(10, 0.03537191777310709)	(11, 0.04434305633875019)	(12, 0.05792792330958118)	(13, 0.07561388219613473)	(14, 0.09509406879581689)	(15, 0.12790280412159738)	(16, 0.17250217870508022)	(17, 0.2009535038704055)	(18, 0.23017378376992875)	(19, 0.25324242579586814)	(20, 0.2747731583534116)	(21, 0.29681652740042036)	(22, 0.32039780591582506)	(23, 0.3478238581022197)	(24, 0.37319936433075307)	(25, 0.39908750704875173)	(26, 0.41702978418003794)	(27, 0.43112728764033426)	(28, 0.44983851950581843)	(29, 0.4731634797764905)	(30, 0.4987953042497565)	(31, 0.5236581739888245)	(32, 0.5457015430358333)
HP1525301T2D_P1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00017819499165156464)	(8, 0.00017819499165156464)	(9, 0.00017819499165156464)	(10, 0.00017819499165156464)	(11, 0.00017819499165156464)	(12, 0.0003563899833031293)	(13, 0.0003563899833031293)	(14, 0.0003563899833031293)	(15, 0.0003563899833031293)	(16, 0.0003563899833031293)	(17, 0.0003563899833031293)	(18, 0.0003563899833031293)	(19, 0.0003563899833031293)	(20, 0.0003563899833031293)	(21, 0.000534584974954694)	(22, 0.0012473649415609524)	(23, 0.001425559933212517)	(24, 0.0016037549248640818)	(25, 0.0017819499165156465)	(26, 0.001960144908167211)	(27, 0.0032075098497281636)	(28, 0.012117259432306396)	(29, 0.02726383372268939)	(30, 0.05185474257060531)	(31, 0.13239887879711254)	(32, 0.2125866250403166)
HP1525301T2D_P1 - polya	(1, 0.0012473649415609524)	(2, 0.0032075098497281636)	(3, 0.003563899833031293)	(4, 0.005524044741198504)	(5, 0.008196969615971973)	(6, 0.011939064440654831)	(7, 0.013364624373867349)	(8, 0.016037549248640818)	(9, 0.019423254090020547)	(10, 0.02726383372268939)	(11, 0.03563899833031293)	(12, 0.04722167278766463)	(13, 0.06254644206969918)	(14, 0.0796531612682494)	(15, 0.10495685008277157)	(16, 0.14095223839638762)	(17, 0.165364952252652)	(18, 0.1885303011673554)	(19, 0.21151745509040723)	(20, 0.23272265909694342)	(21, 0.25089854824540303)	(22, 0.2619466377278)	(23, 0.281191696826169)	(24, 0.3027532908160083)	(25, 0.3259186397307117)	(26, 0.33910506911292754)	(27, 0.3542516434033105)	(28, 0.367972657760481)	(29, 0.38151547712599987)	(30, 0.40076053622436886)	(31, 0.4189364253728285)	(32, 0.43925065442110683)
HP1525301T2D_P10 - illumina_small_rna_5'_adapter	(1, 0.001496542985703026)	(2, 0.0019953906476040347)	(3, 0.002743662140455548)	(4, 0.003491933633307061)	(5, 0.0047390527880595825)	(6, 0.01321946304037673)	(7, 0.03217567419261506)	(8, 0.03990781295208069)	(9, 0.04913649469724935)	(10, 0.057367481118616)	(11, 0.08380640719936945)	(12, 0.09378336043738963)	(13, 0.10026838004210274)	(14, 0.10625455198491485)	(15, 0.11648092905388552)	(16, 0.12870269677046023)	(17, 0.13119693507996527)	(18, 0.13394059722042082)	(19, 0.1371831070227774)	(20, 0.14017619299418344)	(21, 0.1486566032465006)	(22, 0.1506519938941046)	(23, 0.15289680837265915)	(24, 0.15364507986551068)	(25, 0.15364507986551068)	(26, 0.15414392752741168)	(27, 0.15414392752741168)	(28, 0.15414392752741168)	(29, 0.1546427751893127)	(30, 0.1546427751893127)	(31, 0.1546427751893127)	(32, 0.1546427751893127)
HP1525301T2D_P10 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00024942383095050434)	(6, 0.00024942383095050434)	(7, 0.00024942383095050434)	(8, 0.0004988476619010087)	(9, 0.0009976953238020174)	(10, 0.0009976953238020174)	(11, 0.001496542985703026)	(12, 0.0017459668166535304)	(13, 0.0017459668166535304)	(14, 0.0019953906476040347)	(15, 0.002244814478554539)	(16, 0.002244814478554539)	(17, 0.0024942383095050433)	(18, 0.0024942383095050433)	(19, 0.002993085971406052)	(20, 0.002993085971406052)	(21, 0.004988476619010087)	(22, 0.006734443435663617)	(23, 0.007732138759465634)	(24, 0.009478105576119165)	(25, 0.010475800899921181)	(26, 0.0114734962237232)	(27, 0.015214853687980765)	(28, 0.03915954145922918)	(29, 0.10076722770400375)	(30, 0.18058285360816514)	(31, 0.3264957947142102)	(32, 0.49211321846534506)
HP1525301T2D_P10 - polya	(1, 0.009976953238020173)	(2, 0.015713701349881773)	(3, 0.02344584010934741)	(4, 0.03716415081162515)	(5, 0.06210653390667558)	(6, 0.07906735441130987)	(7, 0.09103969829693408)	(8, 0.10725224730871687)	(9, 0.13518771637517335)	(10, 0.18058285360816514)	(11, 0.24767786413385082)	(12, 0.30729015973102136)	(13, 0.39408965290179687)	(14, 0.5143119394199399)	(15, 0.6771857010306193)	(16, 0.9660184972713033)	(17, 1.126148596741527)	(18, 1.2523570552024823)	(19, 1.413983697658409)	(20, 1.5489219902026319)	(21, 1.6629086809470124)	(22, 1.7599345511867586)	(23, 1.9063463399547047)	(24, 2.0442777184703336)	(25, 2.1866987259430717)	(26, 2.26027875607347)	(27, 2.332861090880067)	(28, 2.409683630812822)	(29, 2.5072083487144696)	(30, 2.6379064361325337)	(31, 2.7511448553840627)	(32, 2.84866957328571)
HP1525301T2D_P11 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0002760791242770178)	(10, 0.0008282373728310534)	(11, 0.0008282373728310534)	(12, 0.0008282373728310534)	(13, 0.0008282373728310534)	(14, 0.0008282373728310534)	(15, 0.0008282373728310534)	(16, 0.0008282373728310534)	(17, 0.0008282373728310534)	(18, 0.0008282373728310534)	(19, 0.0008282373728310534)	(20, 0.0011043164971080712)	(21, 0.0011043164971080712)	(22, 0.001380395621385089)	(23, 0.0016564747456621067)	(24, 0.00248471211849316)	(25, 0.00248471211849316)	(26, 0.002760791242770178)	(27, 0.002760791242770178)	(28, 0.007178057231202462)	(29, 0.022086329942161424)	(30, 0.03920323564733653)	(31, 0.08862139889292271)	(32, 0.1410764325055561)
HP1525301T2D_P11 - polya	(1, 0.0008282373728310534)	(2, 0.001380395621385089)	(3, 0.0016564747456621067)	(4, 0.00248471211849316)	(5, 0.007178057231202462)	(6, 0.009662769349695623)	(7, 0.011043164971080712)	(8, 0.0124235605924658)	(9, 0.01628866833234405)	(10, 0.0201537760722223)	(11, 0.026779675054870725)	(12, 0.03616636528028933)	(13, 0.0450008972571539)	(14, 0.0574244578496197)	(15, 0.07481744267907182)	(16, 0.09800808911834132)	(17, 0.11346852007785431)	(18, 0.12313128942754993)	(19, 0.1380395621385089)	(20, 0.15239567660091383)	(21, 0.17006474055464296)	(22, 0.18276438027138578)	(23, 0.1957400991124056)	(24, 0.20733542233204036)	(25, 0.2233480115401074)	(26, 0.23521941388401915)	(27, 0.24405394586088372)	(28, 0.2559253482047955)	(29, 0.26724459230015324)	(30, 0.28298110238394325)	(31, 0.29678505859779414)	(32, 0.3114172521844761)
HP1525301T2D_P12 - illumina_small_rna_5'_adapter	(1, 0.0029973698079934856)	(2, 0.0029973698079934856)	(3, 0.003996493077324648)	(4, 0.0052453971639886)	(5, 0.007493424519983714)	(6, 0.01548641067463301)	(7, 0.03222172543592997)	(8, 0.03821646505191694)	(9, 0.044960547119902286)	(10, 0.054202437361215536)	(11, 0.08292723135448644)	(12, 0.08867219015314062)	(13, 0.09541627222112596)	(14, 0.10091145020244735)	(15, 0.11115246371309176)	(16, 0.11864588823307548)	(17, 0.1206441347717378)	(18, 0.1233917237623985)	(19, 0.1261393127530592)	(20, 0.12913668256105268)	(21, 0.13263361400371174)	(22, 0.13513142217703963)	(23, 0.13737944953303477)	(24, 0.13837857280236593)	(25, 0.13862835361969872)	(26, 0.1388781344370315)	(27, 0.1388781344370315)	(28, 0.1391279152543643)	(29, 0.1391279152543643)	(30, 0.1393776960716971)	(31, 0.1393776960716971)	(32, 0.1393776960716971)
HP1525301T2D_P12 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0002497808173327905)	(5, 0.0002497808173327905)	(6, 0.0002497808173327905)	(7, 0.0002497808173327905)	(8, 0.0002497808173327905)	(9, 0.0002497808173327905)	(10, 0.000499561634665581)	(11, 0.000499561634665581)	(12, 0.000499561634665581)	(13, 0.000499561634665581)	(14, 0.000499561634665581)	(15, 0.000499561634665581)	(16, 0.000499561634665581)	(17, 0.000499561634665581)	(18, 0.0007493424519983714)	(19, 0.0007493424519983714)	(20, 0.0007493424519983714)	(21, 0.0017484657213295333)	(22, 0.0042462738946574385)	(23, 0.005495177981321391)	(24, 0.008492547789314877)	(25, 0.008742328606647667)	(26, 0.009991232693311619)	(27, 0.01598597230929859)	(28, 0.045709889571900655)	(29, 0.10990355962642781)	(30, 0.18708583218226008)	(31, 0.33245826786994415)	(32, 0.5165467302442107)
HP1525301T2D_P12 - polya	(1, 0.007992986154649296)	(2, 0.016985095578629754)	(3, 0.023729177646615095)	(4, 0.03696756096525299)	(5, 0.07168709457451086)	(6, 0.09391758731712922)	(7, 0.1076555322704327)	(8, 0.12489040866639524)	(9, 0.15811125737165638)	(10, 0.22380361233018026)	(11, 0.29748895344335347)	(12, 0.36767736311386756)	(13, 0.4618447312483296)	(14, 0.5964765917907037)	(15, 0.8055431358982493)	(16, 1.1215158698242291)	(17, 1.3265859208544502)	(18, 1.4834482741394426)	(19, 1.676279065120357)	(20, 1.8206523775387098)	(21, 1.9582816078890772)	(22, 2.0686847291501707)	(23, 2.2585181503230913)	(24, 2.4156302844254167)	(25, 2.5909764181930357)	(26, 2.6796486083461764)	(27, 2.7710683874899775)	(28, 2.8689824678844316)	(29, 2.975139315250867)	(30, 3.1142672305052317)	(31, 3.244153255518283)	(32, 3.3410682126434055)
HP1525301T2D_P13 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00021762359387955405)	(8, 0.00021762359387955405)	(9, 0.0006528707816386622)	(10, 0.0006528707816386622)	(11, 0.0008704943755182162)	(12, 0.0008704943755182162)	(13, 0.0008704943755182162)	(14, 0.0008704943755182162)	(15, 0.0008704943755182162)	(16, 0.0008704943755182162)	(17, 0.0008704943755182162)	(18, 0.0008704943755182162)	(19, 0.0008704943755182162)	(20, 0.0008704943755182162)	(21, 0.0008704943755182162)	(22, 0.0008704943755182162)	(23, 0.0010881179693977702)	(24, 0.0015233651571568783)	(25, 0.0017409887510364324)	(26, 0.0017409887510364324)	(27, 0.0032643539081933107)	(28, 0.01392791000829146)	(29, 0.032425915488053556)	(30, 0.05788787597196138)	(31, 0.12600406085626178)	(32, 0.20021370636918973)
HP1525301T2D_P13 - polya	(1, 0.0013057415632773243)	(2, 0.0028291067204342024)	(3, 0.0036996010959524186)	(4, 0.005222966253109297)	(5, 0.01131642688173681)	(6, 0.017409887510364323)	(7, 0.02045661782467808)	(8, 0.022850477357353176)	(9, 0.026985325641064702)	(10, 0.03656076377176508)	(11, 0.050706297373936095)	(12, 0.06180510066179335)	(13, 0.07420964551292793)	(14, 0.09814824083967888)	(15, 0.12709217882565957)	(16, 0.1723578863526068)	(17, 0.20130182433858748)	(18, 0.2263285376347362)	(19, 0.25266099249416224)	(20, 0.271811868755563)	(21, 0.2920508629863615)	(22, 0.3131603515926783)	(23, 0.3386223120765861)	(24, 0.36647813209316904)	(25, 0.3873699971056062)	(26, 0.40151553070777724)	(27, 0.41892541821814155)	(28, 0.43263570463255346)	(29, 0.44765173261024266)	(30, 0.4707198335614754)	(31, 0.4876944738840806)	(32, 0.5070629737393609)
HP1525301T2D_P14 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00023772280569964198)	(10, 0.00047544561139928397)	(11, 0.00047544561139928397)	(12, 0.00047544561139928397)	(13, 0.00047544561139928397)	(14, 0.00047544561139928397)	(15, 0.00047544561139928397)	(16, 0.00047544561139928397)	(17, 0.000713168417098926)	(18, 0.000713168417098926)	(19, 0.000713168417098926)	(20, 0.000713168417098926)	(21, 0.0009508912227985679)	(22, 0.00237722805699642)	(23, 0.002852673668395704)	(24, 0.003090396474095346)	(25, 0.0035658420854946297)	(26, 0.004041287696893913)	(27, 0.00475445611399284)	(28, 0.014738813953377804)	(29, 0.03732248049484379)	(30, 0.06798872243009761)	(31, 0.14691269392237874)	(32, 0.23368151800274808)
HP1525301T2D_P14 - polya	(1, 0.0019017824455971359)	(2, 0.003328119279794988)	(3, 0.005705347336791408)	(4, 0.00832029819948747)	(5, 0.014025645536278877)	(6, 0.018542378844572074)	(7, 0.02044416129016921)	(8, 0.025436340209861692)	(9, 0.03328119279794988)	(10, 0.04992178919692482)	(11, 0.06989050487569475)	(12, 0.09271189422286037)	(13, 0.12266496774101526)	(14, 0.1590365570130605)	(15, 0.21014696023848353)	(16, 0.3016702404328457)	(17, 0.3458866822929791)	(18, 0.3946198574614057)	(19, 0.4343195660132459)	(20, 0.47639650262208255)	(21, 0.519186607648018)	(22, 0.5536564144744662)	(23, 0.5931184002206068)	(24, 0.6299654351040512)	(25, 0.6732309857413861)	(26, 0.7019954452310428)	(27, 0.7271940626352048)	(28, 0.7504908975937697)	(29, 0.7837720903917197)	(30, 0.8265621954176552)	(31, 0.8593679426042058)	(32, 0.8943131950420532)
HP1525301T2D_P15 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.00039133429340679985)	(8, 0.00039133429340679985)	(9, 0.0007826685868135997)	(10, 0.0007826685868135997)	(11, 0.0007826685868135997)	(12, 0.0007826685868135997)	(13, 0.0007826685868135997)	(14, 0.0007826685868135997)	(15, 0.0007826685868135997)	(16, 0.0007826685868135997)	(17, 0.0007826685868135997)	(18, 0.0011740028802203996)	(19, 0.0011740028802203996)	(20, 0.0011740028802203996)	(21, 0.0011740028802203996)	(22, 0.0015653371736271994)	(23, 0.0015653371736271994)	(24, 0.0015653371736271994)	(25, 0.0019566714670339993)	(26, 0.0019566714670339993)	(27, 0.002348005760440799)	(28, 0.008609354454949597)	(29, 0.028567403418696388)	(30, 0.05361279819673158)	(31, 0.10800826498027676)	(32, 0.16749107757811033)
HP1525301T2D_P15 - polya	(1, 0.0015653371736271994)	(2, 0.004304677227474798)	(3, 0.005870014401101998)	(4, 0.008609354454949597)	(5, 0.016044706029678793)	(6, 0.01995804896374679)	(7, 0.02348005760440799)	(8, 0.02582806336484879)	(9, 0.032480746352764385)	(10, 0.04382944086156158)	(11, 0.060265481184647175)	(12, 0.07513618433410557)	(13, 0.09313756183081835)	(14, 0.12366163671654874)	(15, 0.16827374616492394)	(16, 0.2238432158286895)	(17, 0.2653246509298103)	(18, 0.31228476613862627)	(19, 0.35024419259908585)	(20, 0.37998559889800265)	(21, 0.40933567090351264)	(22, 0.4324243942145138)	(23, 0.46725314632771897)	(24, 0.504429904201365)	(25, 0.5400413249013838)	(26, 0.5662607225596393)	(27, 0.5877841086970134)	(28, 0.6171341807025233)	(29, 0.6398315697201177)	(30, 0.6746603218333229)	(31, 0.7083150710663076)	(32, 0.7368824744850041)
HP1525301T2D_P16 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0003048873441263453)	(8, 0.0003048873441263453)	(9, 0.000914662032379036)	(10, 0.000914662032379036)	(11, 0.000914662032379036)	(12, 0.000914662032379036)	(13, 0.000914662032379036)	(14, 0.000914662032379036)	(15, 0.000914662032379036)	(16, 0.000914662032379036)	(17, 0.0012195493765053812)	(18, 0.0012195493765053812)	(19, 0.0012195493765053812)	(20, 0.0015244367206317265)	(21, 0.001829324064758072)	(22, 0.001829324064758072)	(23, 0.0021342114088844172)	(24, 0.0024390987530107625)	(25, 0.0027439860971371077)	(26, 0.003048873441263453)	(27, 0.0054879721942742155)	(28, 0.010061282356169396)	(29, 0.020732339400591483)	(30, 0.04359889021006738)	(31, 0.08872221714076649)	(32, 0.14360193908350866)
HP1525301T2D_P16 - polya	(1, 0.0012195493765053812)	(2, 0.0021342114088844172)	(3, 0.0027439860971371077)	(4, 0.0033537607853897987)	(5, 0.006097746882526906)	(6, 0.008841732979664015)	(7, 0.00914662032379036)	(8, 0.011280831732674777)	(9, 0.013719930485685539)	(10, 0.02012256471233879)	(11, 0.02469587487423397)	(12, 0.03048873441263453)	(13, 0.03658648129516144)	(14, 0.04969663709259429)	(15, 0.06280679289002714)	(16, 0.07957559681697612)	(17, 0.09329552730266166)	(18, 0.1070154577883472)	(19, 0.12561358578005427)	(20, 0.1399432909539925)	(21, 0.1554925455044361)	(22, 0.1667733772371109)	(23, 0.17927375834629106)	(24, 0.19116436476721851)	(25, 0.20671361931766213)	(26, 0.21829933839446325)	(27, 0.228665508094759)	(28, 0.2402512271715601)	(29, 0.2518369462483612)	(30, 0.26067867922802523)	(31, 0.26891063751943656)	(32, 0.2762279337784689)
HP1525301T2D_P17 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0002724773366975202)	(10, 0.0002724773366975202)	(11, 0.0002724773366975202)	(12, 0.0002724773366975202)	(13, 0.0002724773366975202)	(14, 0.0002724773366975202)	(15, 0.0002724773366975202)	(16, 0.0002724773366975202)	(17, 0.0002724773366975202)	(18, 0.0005449546733950404)	(19, 0.0008174320100925606)	(20, 0.0008174320100925606)	(21, 0.0008174320100925606)	(22, 0.0010899093467900808)	(23, 0.0013623866834876009)	(24, 0.0013623866834876009)	(25, 0.0013623866834876009)	(26, 0.0013623866834876009)	(27, 0.0016348640201851211)	(28, 0.008991752111018166)	(29, 0.020163322915616493)	(30, 0.034877099097282586)	(31, 0.09482211317073702)	(32, 0.1580368552845617)
HP1525301T2D_P17 - polya	(1, 0.0027247733669752017)	(2, 0.002997250703672722)	(3, 0.003814682713765283)	(4, 0.004904592060555363)	(5, 0.005994501407345444)	(6, 0.008991752111018166)	(7, 0.010354138794505767)	(8, 0.011716525477993367)	(9, 0.013623866834876009)	(10, 0.019890845578918973)	(11, 0.0283376430165421)	(12, 0.035149576433980104)	(13, 0.04414132854499827)	(14, 0.05694776336978172)	(15, 0.07411383558172549)	(16, 0.10299643327166264)	(17, 0.11689277744323616)	(18, 0.13324141764508737)	(19, 0.14959005784693857)	(20, 0.16239649267172204)	(21, 0.1727506314662278)	(22, 0.1847396342809187)	(23, 0.20136075181946742)	(24, 0.21689196001122607)	(25, 0.2335130775497748)	(26, 0.24740942172134833)	(27, 0.25694612850576154)	(28, 0.2694800859938475)	(29, 0.2814690888085383)	(30, 0.29890763835717965)	(31, 0.3117140731819631)	(32, 0.3223406893131664)
HP1525301T2D_P18 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00036075036075036075)	(10, 0.00036075036075036075)	(11, 0.0007215007215007215)	(12, 0.0007215007215007215)	(13, 0.0010822510822510823)	(14, 0.0010822510822510823)	(15, 0.001443001443001443)	(16, 0.001443001443001443)	(17, 0.001443001443001443)	(18, 0.001443001443001443)	(19, 0.001443001443001443)	(20, 0.001443001443001443)	(21, 0.001443001443001443)	(22, 0.0018037518037518038)	(23, 0.0021645021645021645)	(24, 0.0021645021645021645)	(25, 0.0025252525252525255)	(26, 0.0025252525252525255)	(27, 0.0036075036075036075)	(28, 0.011904761904761904)	(29, 0.022727272727272728)	(30, 0.04184704184704185)	(31, 0.09884559884559885)	(32, 0.16125541125541126)
HP1525301T2D_P18 - polya	(1, 0.0021645021645021645)	(2, 0.0025252525252525255)	(3, 0.0036075036075036075)	(4, 0.005411255411255411)	(5, 0.00974025974025974)	(6, 0.011904761904761904)	(7, 0.013347763347763348)	(8, 0.01479076479076479)	(9, 0.01875901875901876)	(10, 0.025974025974025976)	(11, 0.03607503607503607)	(12, 0.044733044733044736)	(13, 0.05627705627705628)	(14, 0.07178932178932179)	(15, 0.09379509379509379)	(16, 0.12157287157287157)	(17, 0.13600288600288601)	(18, 0.15331890331890333)	(19, 0.17207792207792208)	(20, 0.19083694083694083)	(21, 0.2041847041847042)	(22, 0.21897546897546896)	(23, 0.23593073593073594)	(24, 0.255050505050505)	(25, 0.2795815295815296)	(26, 0.2976190476190476)	(27, 0.31277056277056275)	(28, 0.3253968253968254)	(29, 0.34235209235209235)	(30, 0.3578643578643579)	(31, 0.37157287157287155)	(32, 0.3856421356421356)
HP1525301T2D_P19 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.000779423226812159)	(10, 0.000779423226812159)	(11, 0.000779423226812159)	(12, 0.000779423226812159)	(13, 0.000779423226812159)	(14, 0.000779423226812159)	(15, 0.000779423226812159)	(16, 0.0010392309690828788)	(17, 0.0010392309690828788)	(18, 0.0012990387113535984)	(19, 0.0012990387113535984)	(20, 0.0012990387113535984)	(21, 0.001558846453624318)	(22, 0.0018186541958950377)	(23, 0.0018186541958950377)	(24, 0.0020784619381657575)	(25, 0.0020784619381657575)	(26, 0.002598077422707197)	(27, 0.003117692907248636)	(28, 0.009093270979475189)	(29, 0.021823850350740453)	(30, 0.03949077682514939)	(31, 0.08781501688750325)	(32, 0.15094829825928813)
HP1525301T2D_P19 - polya	(1, 0.0010392309690828788)	(2, 0.001558846453624318)	(3, 0.0020784619381657575)	(4, 0.0033775006495193557)	(5, 0.0059755780722265525)	(6, 0.00831384775266303)	(7, 0.00857365549493375)	(8, 0.010392309690828787)	(9, 0.010911925175370226)	(10, 0.016887503247596778)	(11, 0.02156404260846973)	(12, 0.027020005196154846)	(13, 0.03611327617563003)	(14, 0.05118212522733177)	(15, 0.06573135879449207)	(16, 0.0885944401143154)	(17, 0.10028578851649779)	(18, 0.1135359833723045)	(19, 0.12886464016627697)	(20, 0.14211483502208366)	(21, 0.15406599116653677)	(22, 0.16497791634190698)	(23, 0.17796830345544298)	(24, 0.18680176669264745)	(25, 0.19719407638347622)	(26, 0.20810600155884645)	(27, 0.2182385035074045)	(28, 0.22759158222915044)	(29, 0.23720446869316705)	(30, 0.24863600935307872)	(31, 0.26006755001299037)	(32, 0.2720187061574435)
HP1525301T2D_P2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00028295266767775087)	(10, 0.00028295266767775087)	(11, 0.00028295266767775087)	(12, 0.00028295266767775087)	(13, 0.00028295266767775087)	(14, 0.0005659053353555017)	(15, 0.0005659053353555017)	(16, 0.0005659053353555017)	(17, 0.0005659053353555017)	(18, 0.0005659053353555017)	(19, 0.0005659053353555017)	(20, 0.0005659053353555017)	(21, 0.0008488580030332525)	(22, 0.0011318106707110035)	(23, 0.0014147633383887544)	(24, 0.0014147633383887544)	(25, 0.0014147633383887544)	(26, 0.0014147633383887544)	(27, 0.001697716006066505)	(28, 0.0070738166919437715)	(29, 0.017826018063698306)	(30, 0.03452022545668561)	(31, 0.0823392262942255)	(32, 0.13921271249745343)
HP1525301T2D_P2 - polya	(1, 0.0014147633383887544)	(2, 0.001697716006066505)	(3, 0.0025465740090997576)	(4, 0.00339543201213301)	(5, 0.006224958688910519)	(6, 0.007639722027299274)	(7, 0.007639722027299274)	(8, 0.008205627362654774)	(9, 0.009054485365688028)	(10, 0.014147633383887543)	(11, 0.02037259207279806)	(12, 0.024050976752608824)	(13, 0.030841840776874845)	(14, 0.039896326142562874)	(15, 0.05262919618806166)	(16, 0.07017226158408221)	(17, 0.07894379428209249)	(18, 0.09111075899223578)	(19, 0.0990334336872128)	(20, 0.1117663037327116)	(21, 0.12223555243678838)	(22, 0.13242184847318741)	(23, 0.1451547185186862)	(24, 0.15562396722276298)	(25, 0.16552731059148426)	(26, 0.17344998528646127)	(27, 0.1808067546460828)	(28, 0.19042714534712632)	(29, 0.20202820472191413)	(30, 0.2107997374199244)	(31, 0.22381556013310094)	(32, 0.23569957217556647)
HP1525301T2D_P20 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.001141796902875901)	(10, 0.001141796902875901)	(11, 0.0017126953543138515)	(12, 0.0019981445800328268)	(13, 0.002283593805751802)	(14, 0.002283593805751802)	(15, 0.002283593805751802)	(16, 0.002283593805751802)	(17, 0.002283593805751802)	(18, 0.002283593805751802)	(19, 0.002283593805751802)	(20, 0.002283593805751802)	(21, 0.0028544922571897523)	(22, 0.0028544922571897523)	(23, 0.003425390708627703)	(24, 0.0037108399343466782)	(25, 0.0039962891600656535)	(26, 0.005138086062941554)	(27, 0.006850781417255406)	(28, 0.01313066438307286)	(29, 0.028259473346178548)	(30, 0.04995361450082066)	(31, 0.11446513951330907)	(32, 0.18925283665168058)
HP1525301T2D_P20 - polya	(1, 0.0008563476771569257)	(2, 0.0028544922571897523)	(3, 0.0037108399343466782)	(4, 0.004567187611503604)	(5, 0.01084707057732106)	(6, 0.013416113608791837)	(7, 0.015128808963105688)	(8, 0.01684150431741954)	(9, 0.02226503960608007)	(10, 0.030257617926211375)	(11, 0.046242774566473986)	(12, 0.0599443374009848)	(13, 0.07393134946121459)	(14, 0.0899165061014772)	(15, 0.11446513951330907)	(16, 0.15242988653393277)	(17, 0.17012773852850924)	(18, 0.19153643045743238)	(19, 0.21380147006351247)	(20, 0.23235566973524585)	(21, 0.25661885392135875)	(22, 0.2720331121101834)	(23, 0.29458360094198244)	(24, 0.3145650467423107)	(25, 0.33454649254263896)	(26, 0.3516734460857775)	(27, 0.3702276457575109)	(28, 0.3859273531720545)	(29, 0.39934346678084637)	(30, 0.4218939556126454)	(31, 0.44073360451009774)	(32, 0.45700421037607936)
