Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
HP1509101_H16	HP1509101_H16.fastq	Conventional base calls	Illumina 1.5	1041598.0	44.7 Mbp	0.0	43.0	54.0	24.89298262868208	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_H17	HP1509101_H17.fastq	Conventional base calls	Illumina 1.5	45425.0	1.9 Mbp	0.0	43.0	54.0	68.54155200880572	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_H18	HP1509101_H18.fastq	Conventional base calls	Illumina 1.5	995.0	42.7 kbp	0.0	43.0	52.0	96.18090452261306	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_H19	HP1509101_H19.fastq	Conventional base calls	Illumina 1.5	26994.0	1.1 Mbp	0.0	43.0	54.0	67.33718604134252	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_H2	HP1509101_H2.fastq	Conventional base calls	Illumina 1.5	629800.0	27 Mbp	0.0	43.0	55.0	34.45695489272089	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_H20	HP1509101_H20.fastq	Conventional base calls	Illumina 1.5	607765.0	26.1 Mbp	0.0	43.0	55.0	59.833869095667545	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_H21	HP1509101_H21.fastq	Conventional base calls	Illumina 1.5	483728.0	20.8 Mbp	0.0	43.0	54.0	56.77637752679209	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_H22	HP1509101_H22.fastq	Conventional base calls	Illumina 1.5	1322550.0	56.8 Mbp	0.0	43.0	54.0	48.50079444242973	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_H23	HP1509101_H23.fastq	Conventional base calls	Illumina 1.5	2369230.0	101.8 Mbp	0.0	43.0	54.0	47.98802876300069	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1509101_H24	HP1509101_H24.fastq	Conventional base calls	Illumina 1.5	2714787.0	116.7 Mbp	0.0	43.0	53.0	44.077525023784595	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1509101_H3	HP1509101_H3.fastq	Conventional base calls	Illumina 1.5	193913.0	8.3 Mbp	0.0	43.0	54.0	36.084739032452696	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_H4	HP1509101_H4.fastq	Conventional base calls	Illumina 1.5	72049.0	3 Mbp	0.0	43.0	55.0	41.08453968826771	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_H5	HP1509101_H5.fastq	Conventional base calls	Illumina 1.5	17598.0	756.7 kbp	0.0	43.0	56.0	74.05955222184339	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_H6	HP1509101_H6.fastq	Conventional base calls	Illumina 1.5	682.0	29.3 kbp	0.0	43.0	52.0	95.74780058651027	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1509101_H7	HP1509101_H7.fastq	Conventional base calls	Illumina 1.5	136526.0	5.8 Mbp	0.0	43.0	56.0	54.83277910434643	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1509101_H8	HP1509101_H8.fastq	Conventional base calls	Illumina 1.5	47873.0	2 Mbp	0.0	43.0	55.0	46.573224991122345	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_H9	HP1509101_H9.fastq	Conventional base calls	Illumina 1.5	654467.0	28.1 Mbp	0.0	43.0	54.0	37.141074468645805	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I1	HP1509101_I1.fastq	Conventional base calls	Illumina 1.5	490.0	21 kbp	0.0	43.0	50.0	98.16326530612245	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_I10	HP1509101_I10.fastq	Conventional base calls	Illumina 1.5	173933.0	7.4 Mbp	0.0	43.0	54.0	59.87503766779162	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_I11	HP1509101_I11.fastq	Conventional base calls	Illumina 1.5	128959.0	5.5 Mbp	0.0	43.0	55.0	49.99728595910328	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I12	HP1509101_I12.fastq	Conventional base calls	Illumina 1.5	2126767.0	91.4 Mbp	0.0	43.0	54.0	48.79843839112594	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1509101_I13	HP1509101_I13.fastq	Conventional base calls	Illumina 1.5	54788.0	2.3 Mbp	0.0	43.0	55.0	56.71862451631744	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_I14	HP1509101_I14.fastq	Conventional base calls	Illumina 1.5	1061085.0	45.6 Mbp	0.0	43.0	54.0	41.141921939082984	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I15	HP1509101_I15.fastq	Conventional base calls	Illumina 1.5	636745.0	27.3 Mbp	0.0	43.0	54.0	24.818511304024614	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I16	HP1509101_I16.fastq	Conventional base calls	Illumina 1.5	22448.0	965.2 kbp	0.0	43.0	56.0	80.26104775481112	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_I17	HP1509101_I17.fastq	Conventional base calls	Illumina 1.5	1804715.0	77.6 Mbp	0.0	43.0	55.0	55.152108852860174	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_I18	HP1509101_I18.fastq	Conventional base calls	Illumina 1.5	26588.0	1.1 Mbp	0.0	43.0	55.0	72.14156762449225	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_I19	HP1509101_I19.fastq	Conventional base calls	Illumina 1.5	114588.0	4.9 Mbp	0.0	43.0	53.0	42.97657695395679	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I2	HP1509101_I2.fastq	Conventional base calls	Illumina 1.5	5583.0	240 kbp	0.0	43.0	54.0	82.44671323661113	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_I20	HP1509101_I20.fastq	Conventional base calls	Illumina 1.5	5139.0	220.9 kbp	0.0	43.0	55.0	86.41759097100604	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_I21	HP1509101_I21.fastq	Conventional base calls	Illumina 1.5	343586.0	14.7 Mbp	0.0	43.0	54.0	61.37254851845212	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_I22	HP1509101_I22.fastq	Conventional base calls	Illumina 1.5	21639.0	930.4 kbp	0.0	43.0	55.0	76.98599750450576	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_I23	HP1509101_I23.fastq	Conventional base calls	Illumina 1.5	1315449.0	56.5 Mbp	0.0	43.0	53.0	47.46739075058041	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1509101_I24	HP1509101_I24.fastq	Conventional base calls	Illumina 1.5	797827.0	34.3 Mbp	0.0	43.0	54.0	43.92788223218721	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I3	HP1509101_I3.fastq	Conventional base calls	Illumina 1.5	19697.0	846.9 kbp	0.0	43.0	54.0	68.56374067116819	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_I4	HP1509101_I4.fastq	Conventional base calls	Illumina 1.5	17660.0	759.3 kbp	0.0	43.0	54.0	74.69988674971687	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_I5	HP1509101_I5.fastq	Conventional base calls	Illumina 1.5	111377.0	4.7 Mbp	0.0	43.0	54.0	66.23270513660809	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_I6	HP1509101_I6.fastq	Conventional base calls	Illumina 1.5	297355.0	12.7 Mbp	0.0	43.0	54.0	52.08531268474606	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_I7	HP1509101_I7.fastq	Conventional base calls	Illumina 1.5	2767.0	118.9 kbp	0.0	43.0	54.0	80.30357788218288	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_I8	HP1509101_I8.fastq	Conventional base calls	Illumina 1.5	225702.0	9.7 Mbp	0.0	43.0	54.0	45.7277824987556	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_I9	HP1509101_I9.fastq	Conventional base calls	Illumina 1.5	343468.0	14.7 Mbp	0.0	43.0	54.0	29.517919649277502	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_J1	HP1509101_J1.fastq	Conventional base calls	Illumina 1.5	8524.0	366.5 kbp	0.0	43.0	54.0	80.49038010323791	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_J10	HP1509101_J10.fastq	Conventional base calls	Illumina 1.5	9108.0	391.6 kbp	0.0	43.0	54.0	61.3746157224418	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J11	HP1509101_J11.fastq	Conventional base calls	Illumina 1.5	23973.0	1 Mbp	0.0	43.0	54.0	81.40825094898427	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_J12	HP1509101_J12.fastq	Conventional base calls	Illumina 1.5	225391.0	9.6 Mbp	0.0	43.0	55.0	53.77275831614353	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J13	HP1509101_J13.fastq	Conventional base calls	Illumina 1.5	3537.0	152 kbp	0.0	43.0	55.0	81.42493638676844	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_J14	HP1509101_J14.fastq	Conventional base calls	Illumina 1.5	21694.0	932.8 kbp	0.0	43.0	55.0	84.57177099658891	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_J15	HP1509101_J15.fastq	Conventional base calls	Illumina 1.5	508146.0	21.8 Mbp	0.0	43.0	53.0	57.978037152583696	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_J16	HP1509101_J16.fastq	Conventional base calls	Illumina 1.5	100011.0	4.3 Mbp	0.0	43.0	56.0	58.933517313095564	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1509101_J17	HP1509101_J17.fastq	Conventional base calls	Illumina 1.5	79274.0	3.4 Mbp	0.0	43.0	54.0	38.74410273229558	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_J18	HP1509101_J18.fastq	Conventional base calls	Illumina 1.5	44720.0	1.9 Mbp	0.0	43.0	55.0	61.158318425760285	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1509101_J19	HP1509101_J19.fastq	Conventional base calls	Illumina 1.5	543172.0	23.3 Mbp	0.0	43.0	54.0	51.80751464755096	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_J2	HP1509101_J2.fastq	Conventional base calls	Illumina 1.5	38013.0	1.6 Mbp	0.0	43.0	56.0	53.46065819588036	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J20	HP1509101_J20.fastq	Conventional base calls	Illumina 1.5	438652.0	18.8 Mbp	0.0	43.0	54.0	54.15030984071677	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_J21	HP1509101_J21.fastq	Conventional base calls	Illumina 1.5	318937.0	13.7 Mbp	0.0	43.0	54.0	30.694776711388144	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_J22	HP1509101_J22.fastq	Conventional base calls	Illumina 1.5	70318.0	3 Mbp	0.0	43.0	55.0	81.08307972354163	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_J23	HP1509101_J23.fastq	Conventional base calls	Illumina 1.5	94202.0	4 Mbp	0.0	43.0	54.0	71.48998959682385	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_J24	HP1509101_J24.fastq	Conventional base calls	Illumina 1.5	584161.0	25.1 Mbp	0.0	43.0	54.0	52.26091926804194	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J3	HP1509101_J3.fastq	Conventional base calls	Illumina 1.5	58337.0	2.5 Mbp	0.0	43.0	55.0	50.29055316522961	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J4	HP1509101_J4.fastq	Conventional base calls	Illumina 1.5	569397.0	24.4 Mbp	0.0	43.0	54.0	56.87468145537976	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_J5	HP1509101_J5.fastq	Conventional base calls	Illumina 1.5	70938.0	3 Mbp	0.0	43.0	54.0	53.88085370323381	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J6	HP1509101_J6.fastq	Conventional base calls	Illumina 1.5	90765.0	3.9 Mbp	0.0	43.0	54.0	62.337905580344845	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J7	HP1509101_J7.fastq	Conventional base calls	Illumina 1.5	56969.0	2.4 Mbp	0.0	43.0	55.0	48.88799171479226	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_J8	HP1509101_J8.fastq	Conventional base calls	Illumina 1.5	388024.0	16.6 Mbp	0.0	43.0	54.0	56.43471226037734	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_J9	HP1509101_J9.fastq	Conventional base calls	Illumina 1.5	236551.0	10.1 Mbp	0.0	43.0	54.0	63.96768815604694	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_K1	HP1509101_K1.fastq	Conventional base calls	Illumina 1.5	293.0	12.5 kbp	0.0	43.0	53.0	98.63481228668942	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1509101_K10	HP1509101_K10.fastq	Conventional base calls	Illumina 1.5	468046.0	20.1 Mbp	0.0	43.0	54.0	63.42769721100085	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_K11	HP1509101_K11.fastq	Conventional base calls	Illumina 1.5	37380.0	1.6 Mbp	0.0	43.0	54.0	51.43392188336009	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_K12	HP1509101_K12.fastq	Conventional base calls	Illumina 1.5	48772.0	2 Mbp	0.0	43.0	54.0	51.93758714016239	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_K13	HP1509101_K13.fastq	Conventional base calls	Illumina 1.5	14165.0	609 kbp	0.0	43.0	55.0	70.8789269325803	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_K14	HP1509101_K14.fastq	Conventional base calls	Illumina 1.5	70882.0	3 Mbp	0.0	43.0	54.0	38.132389040941284	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_K15	HP1509101_K15.fastq	Conventional base calls	Illumina 1.5	107121.0	4.6 Mbp	0.0	43.0	54.0	69.30013722799451	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_K16	HP1509101_K16.fastq	Conventional base calls	Illumina 1.5	21716.0	933.7 kbp	0.0	43.0	55.0	72.98305396942347	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_K17	HP1509101_K17.fastq	Conventional base calls	Illumina 1.5	12702.0	546.1 kbp	0.0	43.0	54.0	79.60951031333649	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_K18	HP1509101_K18.fastq	Conventional base calls	Illumina 1.5	16307.0	701.2 kbp	0.0	43.0	55.0	72.77856135401974	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_K19	HP1509101_K19.fastq	Conventional base calls	Illumina 1.5	76731.0	3.2 Mbp	0.0	43.0	55.0	73.62474097822262	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_K2	HP1509101_K2.fastq	Conventional base calls	Illumina 1.5	8228.0	353.8 kbp	0.0	43.0	56.0	82.0734078755469	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_K20	HP1509101_K20.fastq	Conventional base calls	Illumina 1.5	17673.0	759.9 kbp	0.0	43.0	54.0	74.71283879364002	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_K21	HP1509101_K21.fastq	Conventional base calls	Illumina 1.5	76823.0	3.3 Mbp	0.0	43.0	54.0	64.7449331580386	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_K22	HP1509101_K22.fastq	Conventional base calls	Illumina 1.5	104122.0	4.4 Mbp	0.0	43.0	55.0	64.24002612320163	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_K23	HP1509101_K23.fastq	Conventional base calls	Illumina 1.5	20055.0	862.3 kbp	0.0	43.0	54.0	72.75991024682125	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_K24	HP1509101_K24.fastq	Conventional base calls	Illumina 1.5	21363.0	918.6 kbp	0.0	43.0	54.0	78.34573795815194	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_K3	HP1509101_K3.fastq	Conventional base calls	Illumina 1.5	290329.0	12.4 Mbp	0.0	43.0	53.0	30.11893403690296	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_K4	HP1509101_K4.fastq	Conventional base calls	Illumina 1.5	37931.0	1.6 Mbp	0.0	43.0	55.0	54.0665946059951	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_K5	HP1509101_K5.fastq	Conventional base calls	Illumina 1.5	78081.0	3.3 Mbp	0.0	43.0	54.0	55.379669830048286	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_K6	HP1509101_K6.fastq	Conventional base calls	Illumina 1.5	226841.0	9.7 Mbp	0.0	43.0	54.0	35.91811004183547	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_K7	HP1509101_K7.fastq	Conventional base calls	Illumina 1.5	49293.0	2.1 Mbp	0.0	43.0	54.0	69.78881382752114	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_K8	HP1509101_K8.fastq	Conventional base calls	Illumina 1.5	53889.0	2.3 Mbp	0.0	43.0	55.0	62.845849802371546	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_K9	HP1509101_K9.fastq	Conventional base calls	Illumina 1.5	621597.0	26.7 Mbp	0.0	43.0	55.0	43.054222775890906	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1509101_L1	HP1509101_L1.fastq	Conventional base calls	Illumina 1.5	868.0	37.3 kbp	0.0	43.0	55.0	94.12442396313364	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_L10	HP1509101_L10.fastq	Conventional base calls	Illumina 1.5	15327.0	659 kbp	0.0	43.0	55.0	80.81163959026554	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_L11	HP1509101_L11.fastq	Conventional base calls	Illumina 1.5	611766.0	26.3 Mbp	0.0	43.0	54.0	52.463647654228275	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1509101_L12	HP1509101_L12.fastq	Conventional base calls	Illumina 1.5	18162.0	780.9 kbp	0.0	43.0	55.0	55.42341151855522	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_L13	HP1509101_L13.fastq	Conventional base calls	Illumina 1.5	181911.0	7.8 Mbp	0.0	43.0	54.0	62.98502510236854	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_L14	HP1509101_L14.fastq	Conventional base calls	Illumina 1.5	79727.0	3.4 Mbp	0.0	43.0	55.0	64.06737993402486	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1509101_L15	HP1509101_L15.fastq	Conventional base calls	Illumina 1.5	1951.0	83.8 kbp	0.0	43.0	51.0	94.20809841107125	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_L16	HP1509101_L16.fastq	Conventional base calls	Illumina 1.5	117581.0	5 Mbp	0.0	43.0	55.0	67.55002934147524	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_L17	HP1509101_L17.fastq	Conventional base calls	Illumina 1.5	65516.0	2.8 Mbp	0.0	43.0	55.0	69.20904817143904	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_L18	HP1509101_L18.fastq	Conventional base calls	Illumina 1.5	320923.0	13.7 Mbp	0.0	43.0	55.0	70.41954297592783	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_L19	HP1509101_L19.fastq	Conventional base calls	Illumina 1.5	347272.0	14.9 Mbp	0.0	43.0	55.0	49.212035934203925	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1509101_L2	HP1509101_L2.fastq	Conventional base calls	Illumina 1.5	5502.0	236.5 kbp	0.0	43.0	56.0	91.33042529989095	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_L20	HP1509101_L20.fastq	Conventional base calls	Illumina 1.5	23395.0	1 Mbp	0.0	43.0	55.0	72.21201111348579	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_L21	HP1509101_L21.fastq	Conventional base calls	Illumina 1.5	13701.0	589.1 kbp	0.0	43.0	56.0	78.91394788701554	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_L22	HP1509101_L22.fastq	Conventional base calls	Illumina 1.5	5319.0	228.7 kbp	0.0	43.0	53.0	76.85655198345553	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_L23	HP1509101_L23.fastq	Conventional base calls	Illumina 1.5	128914.0	5.5 Mbp	0.0	43.0	55.0	52.870906185519026	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1509101_L24	HP1509101_L24.fastq	Conventional base calls	Illumina 1.5	2062262.0	88.6 Mbp	0.0	43.0	53.0	44.172550541661664	43.0	43	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
HP1509101_L3	HP1509101_L3.fastq	Conventional base calls	Illumina 1.5	76491.0	3.2 Mbp	0.0	43.0	54.0	69.51275313435568	43.0	43	pass	pass	pass	warn	pass	pass	pass	warn	warn	pass
HP1509101_L4	HP1509101_L4.fastq	Conventional base calls	Illumina 1.5	345.0	14.8 kbp	0.0	43.0	51.0	98.26086956521739	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_L5	HP1509101_L5.fastq	Conventional base calls	Illumina 1.5	8520.0	366.3 kbp	0.0	43.0	55.0	62.676056338028175	43.0	43	pass	pass	pass	warn	warn	pass	pass	warn	warn	pass
HP1509101_L6	HP1509101_L6.fastq	Conventional base calls	Illumina 1.5	25637.0	1.1 Mbp	0.0	43.0	55.0	73.17158793930648	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_L7	HP1509101_L7.fastq	Conventional base calls	Illumina 1.5	64053.0	2.7 Mbp	0.0	43.0	55.0	46.30384213073548	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_L8	HP1509101_L8.fastq	Conventional base calls	Illumina 1.5	1583182.0	68 Mbp	0.0	43.0	52.0	43.21582425596602	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_L9	HP1509101_L9.fastq	Conventional base calls	Illumina 1.5	12505.0	537.7 kbp	0.0	43.0	55.0	80.62375049980008	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_M1	HP1509101_M1.fastq	Conventional base calls	Illumina 1.5	138.0	5.9 kbp	0.0	43.0	50.0	99.27536231884058	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
HP1509101_M10	HP1509101_M10.fastq	Conventional base calls	Illumina 1.5	1427701.0	61.3 Mbp	0.0	43.0	54.0	48.882836521986555	43.0	43	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
HP1509101_M11	HP1509101_M11.fastq	Conventional base calls	Illumina 1.5	167.0	7.1 kbp	0.0	43.0	50.0	98.80239520958084	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	fail	pass
HP1509101_M12	HP1509101_M12.fastq	Conventional base calls	Illumina 1.5	234056.0	10 Mbp	0.0	43.0	54.0	52.3404422475077	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1509101_M13	HP1509101_M13.fastq	Conventional base calls	Illumina 1.5	227.0	9.7 kbp	0.0	43.0	52.0	96.91629955947137	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_M14	HP1509101_M14.fastq	Conventional base calls	Illumina 1.5	19890.0	855.2 kbp	0.0	43.0	55.0	82.68476621417797	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_M15	HP1509101_M15.fastq	Conventional base calls	Illumina 1.5	203.0	8.7 kbp	0.0	43.0	52.0	98.0295566502463	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1509101_M16	HP1509101_M16.fastq	Conventional base calls	Illumina 1.5	27888.0	1.1 Mbp	0.0	43.0	55.0	81.39343086632243	43.0	43	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
HP1509101_M17	HP1509101_M17.fastq	Conventional base calls	Illumina 1.5	590.0	25.3 kbp	0.0	43.0	51.0	96.27118644067797	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_M18	HP1509101_M18.fastq	Conventional base calls	Illumina 1.5	16558.0	711.9 kbp	0.0	43.0	54.0	78.16765309820026	43.0	43	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
HP1509101_M19	HP1509101_M19.fastq	Conventional base calls	Illumina 1.5	303.0	13 kbp	0.0	43.0	52.0	97.6897689768977	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
HP1509101_M2	HP1509101_M2.fastq	Conventional base calls	Illumina 1.5	1783.0	76.6 kbp	0.0	43.0	55.0	87.6051598429613	43.0	43	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
HP1509101_M20	HP1509101_M20.fastq	Conventional base calls	Illumina 1.5	2778.0	119.4 kbp	0.0	43.0	54.0	89.92080633549317	43.0	43	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
HP1509101_M21	HP1509101_M21.fastq	Conventional base calls	Illumina 1.5	316.0	13.5 kbp	0.0	43.0	51.0	98.41772151898735	43.0	43	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
