Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
HP1509101_N18	44.104618474703535	54.0	43.0	43	10.0	0.8517349999999999
HP1509101_N19	43.25375890266421	54.0	43.0	43	0.0	0.060655999999999995
HP1509101_N2	39.94274334080159	55.0	43.0	43	0.0	0.016068
HP1509101_N20	47.13370973572516	54.0	43.0	43	10.0	0.612989
HP1509101_N21	26.352445130444607	55.0	43.0	43	0.0	0.026563
HP1509101_N22	19.904060980417924	54.0	43.0	43	10.0	0.015217999999999999
HP1509101_N23	41.408402322146266	55.0	43.0	43	0.0	0.145555
HP1509101_N24	67.22384789086196	54.0	43.0	43	10.0	0.224523
HP1509101_N3	47.144134577767836	55.0	43.0	43	0.0	0.035786
HP1509101_N4	62.57749888481799	54.0	43.0	43	10.0	0.199519
HP1509101_N5	33.830681933326574	54.0	43.0	43	0.0	0.078952
HP1509101_N6	33.536585365853654	54.0	43.0	43	0.0	0.099384
HP1509101_N7	38.767341728283775	55.0	43.0	43	0.0	0.182274
HP1509101_N8	32.384246939861626	55.0	43.0	43	0.0	0.011274
HP1509101_N9	43.236913764147076	55.0	43.0	43	0.0	0.375618
HP1509101_O1	35.27480806486332	55.0	43.0	43	10.0	0.055748
HP1509101_O10	48.18319214600505	55.0	43.0	43	0.0	0.078737
HP1509101_O11	33.54288907516066	55.0	43.0	43	10.0	0.021474
HP1509101_O12	51.594160347518276	53.0	43.0	43	10.0	1.128927
HP1509101_O13	43.19858570803058	54.0	43.0	43	0.0	0.19672099999999998
HP1509101_O14	58.35630764036362	53.0	43.0	43	10.0	2.2397739999999997
HP1509101_O15	51.84136848906255	55.0	43.0	43	10.0	0.032503
HP1509101_O16	43.5475743387058	55.0	43.0	43	10.0	0.432504
HP1509101_O17	57.882147376698164	53.0	43.0	43	10.0	1.412822
HP1509101_O18	40.63757386246063	55.0	43.0	43	10.0	0.086986
HP1509101_O19	44.44409053555617	54.0	43.0	43	0.0	0.156977
HP1509101_O2	64.5803004963132	54.0	43.0	43	10.0	0.147689
HP1509101_O20	25.538724130573925	55.0	43.0	43	10.0	0.042183
HP1509101_O21	7.055214723926383	54.0	43.0	43	0.0	0.0022819999999999997
HP1509101_O22	5.060506050605056	53.0	43.0	43	0.0	0.001818
HP1509101_O23	24.87932512293048	54.0	43.0	43	10.0	0.044334
HP1509101_O24	49.531095597845145	56.0	43.0	43	10.0	0.156855
HP1509101_O3	9.691793538804305	54.0	43.0	43	10.0	0.002693
HP1509101_O4	55.776372890504135	55.0	43.0	43	20.0	0.40373699999999996
HP1509101_O5	15.852941176470594	55.0	43.0	43	0.0	0.0034
HP1509101_O6	61.55603746012089	54.0	43.0	43	10.0	1.5053889999999999
HP1509101_O7	33.414190418435425	54.0	43.0	43	0.0	0.06595999999999999
HP1509101_O8	50.27160971201588	55.0	43.0	43	10.0	0.23391099999999998
HP1509101_O9	53.904560476857185	53.0	43.0	43	20.0	1.361086
HP1509101_P1	34.204264211444084	53.0	43.0	43	10.0	0.347263
HP1509101_P10	26.999373564418462	54.0	43.0	43	0.0	0.023944999999999998
HP1509101_P11	21.49651236525048	54.0	43.0	43	0.0	0.018924
HP1509101_P12	60.51209786123133	56.0	43.0	43	20.0	1.058941
HP1509101_P14	44.698104090137605	56.0	43.0	43	0.0	0.202701
HP1509101_P15	24.047461637496085	56.0	43.0	43	10.0	0.028738999999999997
HP1509101_P16	23.327615780445967	54.0	43.0	43	10.0	0.002332
HP1509101_P17	40.84099199969916	54.0	43.0	43	0.0	0.47983
HP1509101_P18	54.82733821870353	54.0	43.0	43	10.0	1.607929
HP1509101_P19	9.302325581395351	55.0	43.0	43	10.0	0.0055899999999999995
HP1509101_P2	54.739890659604455	55.0	43.0	43	10.0	0.064569
HP1509101_P20	30.858119284666515	56.0	43.0	43	10.0	0.128164
HP1509101_P21	3.271028037383175	50.0	43.0	43	20.0	0.000642
HP1509101_P22	12.918179279530861	55.0	43.0	43	10.0	0.017905
HP1509101_P23	35.79124566673228	56.0	43.0	43	10.0	0.17455199999999998
HP1509101_P24	9.015198834062048	54.0	43.0	43	10.0	0.004803
HP1509101_P3	52.63288086330045	55.0	43.0	43	10.0	0.032341
HP1509101_P4	30.657412728056315	53.0	43.0	43	10.0	0.11137599999999999
HP1509101_P5	12.422540105403371	54.0	43.0	43	10.0	0.017266999999999998
HP1509101_P6	53.15322502659618	53.0	43.0	43	10.0	0.775643
HP1509101_P7	53.62425404974874	52.0	43.0	43	10.0	0.7142419999999999
HP1509101_P8	44.13759400345596	50.0	43.0	43	0.0	1.570025
HP1509101_P9	41.8937124936414	54.0	43.0	43	10.0	0.723483
HP1525301T2D_A1	36.81016483416575	46.0	43.0	43	10.0	0.378156
HP1525301T2D_A10	82.12508729050279	44.0	43.0	43	20.0	0.412416
HP1525301T2D_A11	42.50817219601406	45.0	43.0	43	10.0	0.369514
HP1525301T2D_A12	40.19374255184825	45.0	43.0	43	10.0	0.347117
HP1525301T2D_A13	28.09973099425528	46.0	43.0	43	10.0	0.264408
HP1525301T2D_A14	28.12527528386056	46.0	43.0	43	10.0	0.32434799999999997
HP1525301T2D_A15	33.858898472545306	46.0	43.0	43	10.0	0.357234
HP1525301T2D_A16	37.51000516474758	46.0	43.0	43	10.0	0.30946199999999996
HP1525301T2D_A17	28.352730285986667	46.0	43.0	43	10.0	0.266275
HP1525301T2D_A18	70.23643304774583	47.0	43.0	43	40.0	0.215579
HP1525301T2D_A19	31.66157516454973	46.0	43.0	43	10.0	0.41853599999999996
HP1525301T2D_A2	78.33674591647143	45.0	43.0	43	20.0	0.453713
HP1525301T2D_A20	80.73098009984406	45.0	43.0	43	20.0	0.407836
HP1525301T2D_A21	71.92748845196661	49.0	43.0	43	40.0	0.326679
HP1525301T2D_A22	75.4608473122513	48.0	43.0	43	40.0	0.355595
HP1525301T2D_A23	75.07138528723277	48.0	43.0	43	40.0	0.40422199999999997
HP1525301T2D_A24	66.55277601881481	48.0	43.0	43	40.0	0.452372
HP1525301T2D_A3	44.0949205658247	46.0	43.0	43	10.0	0.419467
HP1525301T2D_A4	78.4281942254414	46.0	43.0	43	20.0	0.43061299999999997
HP1525301T2D_A5	40.40333081116793	45.0	43.0	43	10.0	0.360875
HP1525301T2D_A6	31.454355163530195	46.0	43.0	43	10.0	0.252202
HP1525301T2D_A7	46.19078179513208	47.0	43.0	43	20.0	0.41396299999999997
HP1525301T2D_A8	63.81149304840852	46.0	43.0	43	40.0	0.10688199999999999
HP1525301T2D_A9	28.20348007965609	46.0	43.0	43	10.0	0.164856
HP1525301T2D_B1	35.10033520564248	46.0	43.0	43	10.0	0.43378099999999997
HP1525301T2D_B10	28.47534561738776	47.0	43.0	43	10.0	0.35207299999999997
HP1525301T2D_B11	42.63376258971531	46.0	43.0	43	10.0	0.379179
HP1525301T2D_B12	36.21078630713319	47.0	43.0	43	10.0	0.383113
HP1525301T2D_B13	37.25263301446727	45.0	43.0	43	10.0	0.366836
HP1525301T2D_B14	36.40461541633893	46.0	43.0	43	10.0	0.200844
HP1525301T2D_B15	36.812531476104425	45.0	43.0	43	10.0	0.17202299999999998
HP1525301T2D_B16	78.04276256285952	46.0	43.0	43	20.0	0.41461499999999996
HP1525301T2D_B17	67.56072448448066	47.0	43.0	43	40.0	0.32301199999999997
HP1525301T2D_B18	28.607598328745297	46.0	43.0	43	10.0	0.283497
HP1525301T2D_B19	76.01520717552619	45.0	43.0	43	30.0	0.38218799999999997
HP1525301T2D_B2	66.84341742948575	46.0	43.0	43	40.0	0.214992
HP1525301T2D_B20	73.89848732924415	48.0	43.0	43	40.0	0.286447
HP1525301T2D_B21	31.268579598691176	46.0	43.0	43	10.0	0.38575099999999996
HP1525301T2D_B22	75.11916360245975	48.0	43.0	43	40.0	0.381828
HP1525301T2D_B23	54.15652752158155	48.0	43.0	43	40.0	0.33443
HP1525301T2D_B24	37.750506531147366	47.0	43.0	43	10.0	0.44668599999999997
HP1525301T2D_B3	37.281136558295394	46.0	43.0	43	10.0	0.376283
HP1525301T2D_B4	39.26689171399453	45.0	43.0	43	10.0	0.289358
HP1525301T2D_B5	27.232300611106055	44.0	43.0	43	10.0	0.30402999999999997
HP1525301T2D_B6	26.935198527744404	46.0	43.0	43	10.0	0.338737
HP1525301T2D_B7	34.197446632205555	45.0	43.0	43	10.0	0.36868799999999996
HP1525301T2D_B8	25.540971352174637	44.0	43.0	43	10.0	0.247325
HP1525301T2D_B9	73.09489552548348	46.0	43.0	43	40.0	0.308592
HP1525301T2D_C1	50.986645441876796	45.0	43.0	43	20.0	0.240646
HP1525301T2D_C10	39.835570379422215	45.0	43.0	43	10.0	0.36436799999999997
HP1525301T2D_C11	45.52971279292625	46.0	43.0	43	10.0	0.454217
HP1525301T2D_C12	79.15515587107237	46.0	43.0	43	20.0	0.39709099999999997
HP1525301T2D_C13	41.908242353810074	46.0	43.0	43	10.0	0.41143599999999997
HP1525301T2D_C14	37.54416455206911	46.0	43.0	43	10.0	0.26028599999999996
HP1525301T2D_C15	31.75556907806022	45.0	43.0	43	10.0	0.283833
HP1525301T2D_C16	28.097645432307488	44.0	43.0	43	10.0	0.337122
HP1525301T2D_C17	28.47378218523761	45.0	43.0	43	10.0	0.32799999999999996
HP1525301T2D_C18	68.95816510764931	44.0	43.0	43	40.0	0.220438
HP1525301T2D_C19	36.78973720178287	46.0	43.0	43	10.0	0.41248999999999997
HP1525301T2D_C2	49.60203449396805	44.0	43.0	43	10.0	0.235251
HP1525301T2D_C20	68.57911127574049	46.0	43.0	43	40.0	0.21867299999999998
HP1525301T2D_C21	37.02120709231648	45.0	43.0	43	10.0	0.32126699999999997
HP1525301T2D_C22	26.951730566001274	46.0	43.0	43	10.0	0.392163
HP1525301T2D_C23	38.51693403799341	47.0	43.0	43	10.0	0.251832
HP1525301T2D_C24	38.83681030862095	45.0	43.0	43	10.0	0.38366
HP1525301T2D_C3	36.00277326347889	45.0	43.0	43	10.0	0.29479099999999997
HP1525301T2D_C4	38.79326444559692	45.0	43.0	43	10.0	0.20282499999999998
HP1525301T2D_C5	32.068224602726275	44.0	43.0	43	10.0	0.236867
HP1525301T2D_C6	27.43016609144479	46.0	43.0	43	10.0	0.294481
HP1525301T2D_C7	26.486089969555167	47.0	43.0	43	10.0	0.287283
HP1525301T2D_C8	37.44596037648492	44.0	43.0	43	10.0	0.287676
HP1525301T2D_C9	35.23711161582244	45.0	43.0	43	10.0	0.337576
HP1525301T2D_D1	31.39143918293894	45.0	43.0	43	10.0	0.42530199999999996
HP1525301T2D_D10	32.280105791263864	46.0	43.0	43	10.0	0.328791
HP1525301T2D_D11	34.066649333697825	44.0	43.0	43	10.0	0.30730199999999996
HP1525301T2D_D12	27.852826068932487	45.0	43.0	43	10.0	0.41712499999999997
HP1525301T2D_D13	71.81272172152778	47.0	43.0	43	40.0	0.29936199999999996
HP1525301T2D_D14	26.93834763860316	45.0	43.0	43	10.0	0.299821
HP1525301T2D_D15	26.55899958830676	45.0	43.0	43	10.0	0.142206
HP1525301T2D_D16	70.21720190544717	44.0	43.0	43	40.0	0.230707
HP1525301T2D_D17	67.8135736301706	47.0	43.0	43	40.0	0.254685
HP1525301T2D_D18	47.43171604925156	44.0	43.0	43	10.0	0.18825799999999998
HP1525301T2D_D19	36.126428468947424	45.0	43.0	43	10.0	0.34984099999999996
HP1525301T2D_D2	22.050659883317365	45.0	43.0	43	10.0	0.265897
HP1525301T2D_D20	75.2533721920887	44.0	43.0	43	20.0	0.259401
HP1525301T2D_D21	28.96838326286833	46.0	43.0	43	10.0	0.320523
HP1525301T2D_D22	30.4866985006761	45.0	43.0	43	10.0	0.352752
HP1525301T2D_D23	21.826041589028847	45.0	43.0	43	10.0	0.06708499999999999
HP1525301T2D_D24	77.49938061722567	45.0	43.0	43	20.0	0.453839
HP1525301T2D_D3	36.35060460165971	45.0	43.0	43	10.0	0.322646
HP1525301T2D_D4	30.326197307148107	45.0	43.0	43	10.0	0.267823
HP1525301T2D_D5	62.757996939448844	44.0	43.0	43	20.0	0.354182
HP1525301T2D_D6	24.64368738832104	45.0	43.0	43	10.0	0.291221
HP1525301T2D_D7	78.67399742995835	44.0	43.0	43	20.0	0.374313
HP1525301T2D_D8	26.969704126792777	44.0	43.0	43	10.0	0.252398
HP1525301T2D_D9	34.88729843293861	44.0	43.0	43	10.0	0.37277299999999997
HP1525301T2D_E1	41.45193529071567	45.0	43.0	43	10.0	0.428731
HP1525301T2D_E10	80.71048461309682	46.0	43.0	43	30.0	0.524686
HP1525301T2D_E11	28.38197658857679	46.0	43.0	43	10.0	0.515693
HP1525301T2D_E12	27.50099829310966	47.0	43.0	43	10.0	0.381812
HP1525301T2D_E13	44.62212208456632	45.0	43.0	43	10.0	0.37521299999999996
HP1525301T2D_E14	61.597757925373834	47.0	43.0	43	40.0	0.41194
HP1525301T2D_E15	33.693192364470676	46.0	43.0	43	10.0	0.483815
HP1525301T2D_E16	37.90335710485137	45.0	43.0	43	10.0	0.48802999999999996
HP1525301T2D_E17	32.6563618671499	45.0	43.0	43	10.0	0.37621099999999996
HP1525301T2D_E18	66.76763989604842	45.0	43.0	43	40.0	0.183547
HP1525301T2D_E19	30.257923857704483	45.0	43.0	43	10.0	0.425641
HP1525301T2D_E2	38.39954205815393	48.0	43.0	43	10.0	0.25707599999999997
HP1525301T2D_E20	53.42086414014968	44.0	43.0	43	20.0	0.414806
HP1525301T2D_E21	64.37343898394776	45.0	43.0	43	30.0	0.453333
HP1525301T2D_E22	35.1831786547659	46.0	43.0	43	10.0	0.464159
HP1525301T2D_E23	41.445529593058595	46.0	43.0	43	10.0	0.5625939999999999
HP1525301T2D_E24	28.794862614261845	47.0	43.0	43	10.0	0.415354
HP1525301T2D_E3	26.21692373965483	45.0	43.0	43	10.0	0.440691
HP1525301T2D_E4	13.040494166094717	45.0	43.0	43	10.0	0.034968
HP1525301T2D_E5	25.450244555461452	47.0	43.0	43	10.0	0.33513499999999996
HP1525301T2D_E6	75.61264279380202	45.0	43.0	43	20.0	0.49160499999999996
HP1525301T2D_E7	42.047837813611096	45.0	43.0	43	10.0	0.356995
HP1525301T2D_E8	48.10940604498829	47.0	43.0	43	20.0	0.380643
HP1525301T2D_E9	74.83079299085375	48.0	43.0	43	40.0	0.39108899999999996
HP1525301T2D_F1	61.013495203512	44.0	43.0	43	20.0	0.09225499999999999
HP1525301T2D_F10	30.498205233222237	46.0	43.0	43	10.0	0.346065
HP1525301T2D_F11	82.43485151733736	44.0	43.0	43	20.0	0.492145
HP1525301T2D_F12	30.131184158700663	45.0	43.0	43	10.0	0.32664299999999996
HP1525301T2D_F13	67.38347009649837	47.0	43.0	43	20.0	0.480209
HP1525301T2D_F14	79.9455993872433	44.0	43.0	43	20.0	0.433451
HP1525301T2D_F15	33.50180011560725	46.0	43.0	43	10.0	0.332314
HP1525301T2D_F16	38.62025040561669	46.0	43.0	43	10.0	0.35245099999999996
HP1525301T2D_F17	59.569183595247225	44.0	43.0	43	40.0	0.13044999999999998
HP1525301T2D_F18	63.64745706047056	44.0	43.0	43	30.0	0.119645
HP1525301T2D_F19	27.119971504705845	44.0	43.0	43	10.0	0.338818
HP1525301T2D_F2	36.63604981827583	44.0	43.0	43	10.0	0.131518
HP1525301T2D_F20	56.85323711516392	47.0	43.0	43	40.0	0.25769
HP1525301T2D_F21	31.658816322378513	46.0	43.0	43	10.0	0.450681
HP1525301T2D_F22	66.95402680435302	46.0	43.0	43	40.0	0.39055999999999996
HP1525301T2D_F23	37.61270323755035	47.0	43.0	43	10.0	0.39150399999999996
HP1525301T2D_F24	28.689139535150588	47.0	43.0	43	10.0	0.369487
HP1525301T2D_F3	32.92932029999511	46.0	43.0	43	10.0	0.354502
HP1525301T2D_F4	47.651605570225975	45.0	43.0	43	10.0	0.281055
HP1525301T2D_F5	30.16105338830664	46.0	43.0	43	10.0	0.33203699999999997
HP1525301T2D_F6	46.30673634829843	44.0	43.0	43	10.0	0.048602
HP1525301T2D_F7	23.36899226016824	47.0	43.0	43	10.0	0.336333
HP1525301T2D_F8	22.680041510650568	44.0	43.0	43	10.0	0.141222
HP1525301T2D_F9	76.09481588141236	45.0	43.0	43	40.0	0.42700099999999996
HP1525301T2D_G1	44.37834532259212	45.0	43.0	43	10.0	0.393351
HP1525301T2D_G10	29.638717639739482	46.0	43.0	43	10.0	0.379355
HP1525301T2D_G11	29.017482543640867	45.0	43.0	43	10.0	0.321096
HP1525301T2D_G12	74.75524918583767	44.0	43.0	43	20.0	0.508079
HP1525301T2D_G13	35.61107496416989	46.0	43.0	43	10.0	0.460065
HP1525301T2D_G14	29.65275489717996	45.0	43.0	43	10.0	0.172697
HP1525301T2D_G15	45.35163186656923	45.0	43.0	43	10.0	0.21844899999999998
HP1525301T2D_G16	71.99984370948434	46.0	43.0	43	40.0	0.28152699999999997
HP1525301T2D_G17	33.27805674483345	46.0	43.0	43	10.0	0.348931
HP1525301T2D_G18	36.14382591818105	45.0	43.0	43	10.0	0.176066
HP1525301T2D_G19	35.97378711707357	45.0	43.0	43	10.0	0.483969
HP1525301T2D_G2	62.426718378108426	45.0	43.0	43	20.0	0.22225899999999998
HP1525301T2D_G20	32.499543773259774	46.0	43.0	43	10.0	0.197966
HP1525301T2D_G21	32.141034639638406	46.0	43.0	43	10.0	0.423346
HP1525301T2D_G22	38.51781437214456	46.0	43.0	43	10.0	0.504139
HP1525301T2D_G23	34.05927587621042	46.0	43.0	43	10.0	0.44265299999999996
HP1525301T2D_G24	79.34374660173543	46.0	43.0	43	20.0	0.539249
HP1525301T2D_G3	28.259285155631105	46.0	43.0	43	10.0	0.417205
HP1525301T2D_G4	37.979268157326885	45.0	43.0	43	10.0	0.398748
HP1525301T2D_G5	31.576909862355592	46.0	43.0	43	10.0	0.174616
HP1525301T2D_G6	32.39838817024379	45.0	43.0	43	20.0	0.300047
HP1525301T2D_G7	75.63395659308222	47.0	43.0	43	40.0	0.420946
HP1525301T2D_G8	39.1747434890755	46.0	43.0	43	10.0	0.301421
HP1525301T2D_G9	36.90238472625674	46.0	43.0	43	10.0	0.490828
HP1525301T2D_H1	44.16077016169068	46.0	43.0	43	10.0	0.584473
HP1525301T2D_H10	29.807546358511857	46.0	43.0	43	10.0	0.332341
HP1525301T2D_H11	30.05007840037578	46.0	43.0	43	10.0	0.45635899999999996
HP1525301T2D_H12	44.64522040683193	45.0	43.0	43	10.0	0.5467069999999999
HP1525301T2D_H13	79.87372776801654	48.0	43.0	43	40.0	0.497108
HP1525301T2D_H14	26.569198489691942	46.0	43.0	43	10.0	0.301683
HP1525301T2D_H15	73.26174611493171	46.0	43.0	43	40.0	0.374724
HP1525301T2D_H16	37.840835936089576	46.0	43.0	43	10.0	0.431121
HP1525301T2D_H17	32.499423590434844	46.0	43.0	43	10.0	0.462391
HP1525301T2D_H18	31.863318834443803	47.0	43.0	43	10.0	0.48986199999999996
HP1525301T2D_H19	38.59710058124398	45.0	43.0	43	10.0	0.515959
HP1525301T2D_H2	27.56185273833647	47.0	43.0	43	10.0	0.487986
HP1525301T2D_H20	36.61705842056564	46.0	43.0	43	10.0	0.466954
HP1525301T2D_H21	76.1861996873509	45.0	43.0	43	20.0	0.538713
HP1525301T2D_H22	74.43826395749319	45.0	43.0	43	20.0	0.532976
HP1525301T2D_H23	42.67235604271901	46.0	43.0	43	10.0	0.46105799999999997
HP1525301T2D_H24	40.88625923838032	46.0	43.0	43	10.0	0.488483
HP1525301T2D_H3	29.59374673289578	46.0	43.0	43	10.0	0.500898
HP1525301T2D_H4	68.18183829760108	45.0	43.0	43	30.0	0.399279
HP1525301T2D_H5	74.15128677757298	46.0	43.0	43	40.0	0.342872
HP1525301T2D_H6	39.55059966003108	45.0	43.0	43	10.0	0.431706
HP1525301T2D_H7	41.99542836367033	45.0	43.0	43	10.0	0.448926
HP1525301T2D_H8	33.30603833466927	47.0	43.0	43	10.0	0.294938
HP1525301T2D_H9	38.48754249594744	47.0	43.0	43	10.0	0.41065999999999997
HP1525301T2D_I1	28.09321622173175	46.0	43.0	43	10.0	0.386486
HP1525301T2D_I10	37.53006196926757	46.0	43.0	43	10.0	0.403829
HP1525301T2D_I11	34.379095177470035	47.0	43.0	43	10.0	0.438326
HP1525301T2D_I12	40.33704455270435	45.0	43.0	43	10.0	0.466414
HP1525301T2D_I13	71.76598023241185	45.0	43.0	43	40.0	0.325887
HP1525301T2D_I14	70.20953559920628	45.0	43.0	43	40.0	0.274655
HP1525301T2D_I15	33.125413479927275	46.0	43.0	43	10.0	0.377721
HP1525301T2D_I16	33.183075899300235	46.0	43.0	43	10.0	0.446233
HP1525301T2D_I17	38.71650018141145	44.0	43.0	43	10.0	0.38318399999999997
HP1525301T2D_I18	38.40129510109277	46.0	43.0	43	10.0	0.412997
HP1525301T2D_I19	27.182120685504685	46.0	43.0	43	10.0	0.42861899999999997
HP1525301T2D_I2	31.471913384412275	44.0	43.0	43	10.0	0.397358
HP1525301T2D_I20	52.9853193990055	46.0	43.0	43	40.0	0.31162999999999996
HP1525301T2D_I21	41.190136509237696	45.0	43.0	43	10.0	0.424957
HP1525301T2D_I22	30.051723925878008	46.0	43.0	43	10.0	0.4007
HP1525301T2D_I23	32.259035144660785	46.0	43.0	43	10.0	0.386779
HP1525301T2D_I24	35.5730327635674	46.0	43.0	43	10.0	0.339773
HP1525301T2D_I3	36.062429462439205	46.0	43.0	43	10.0	0.34717
HP1525301T2D_I4	38.048073453880214	44.0	43.0	43	10.0	0.388148
HP1525301T2D_I5	32.404813414074695	44.0	43.0	43	10.0	0.363288
HP1525301T2D_I6	38.468357717831616	46.0	43.0	43	10.0	0.32373799999999997
HP1525301T2D_I7	32.47764390413667	45.0	43.0	43	10.0	0.439801
HP1525301T2D_I8	28.770362093816175	45.0	43.0	43	10.0	0.25846399999999997
HP1525301T2D_I9	74.3083571924345	44.0	43.0	43	40.0	0.368832
HP1525301T2D_J1	39.79124258297695	44.0	43.0	43	10.0	0.466176
HP1525301T2D_J10	40.138374966341885	46.0	43.0	43	10.0	0.461704
HP1525301T2D_J11	71.1763036614234	45.0	43.0	43	40.0	0.278389
HP1525301T2D_J12	74.11106595882674	45.0	43.0	43	40.0	0.393119
HP1525301T2D_J13	39.68673591055661	44.0	43.0	43	10.0	0.37412799999999996
HP1525301T2D_J14	36.715967989837694	45.0	43.0	43	10.0	0.438897
HP1525301T2D_J15	27.701854036758064	45.0	43.0	43	10.0	0.25773399999999996
HP1525301T2D_J16	40.52950238320698	47.0	43.0	43	10.0	0.365872
HP1525301T2D_J17	27.571950375723958	46.0	43.0	43	10.0	0.34197099999999997
HP1525301T2D_J18	22.7761645638725	43.0	43.0	43	10.0	0.22435
HP1525301T2D_J19	35.35592865106861	44.0	43.0	43	10.0	0.242779
HP1525301T2D_J2	31.33399784298109	45.0	43.0	43	10.0	0.24792899999999998
HP1525301T2D_J20	22.769430401879205	46.0	43.0	43	10.0	0.33964099999999997
HP1525301T2D_J21	30.900602801165874	46.0	43.0	43	10.0	0.41447599999999996
HP1525301T2D_J22	69.17156266114252	45.0	43.0	43	20.0	0.504447
HP1525301T2D_J23	44.11478932960503	47.0	43.0	43	10.0	0.21889799999999998
HP1525301T2D_J24	80.97768577924055	46.0	43.0	43	20.0	0.5280349999999999
HP1525301T2D_J3	60.820650935535234	45.0	43.0	43	40.0	0.37000099999999997
HP1525301T2D_J4	25.12472615007043	44.0	43.0	43	10.0	0.320955
HP1525301T2D_J5	35.56640976811917	46.0	43.0	43	10.0	0.36676
HP1525301T2D_J6	57.57124503620649	45.0	43.0	43	40.0	0.102744
HP1525301T2D_J7	25.41639322859062	46.0	43.0	43	10.0	0.413927
HP1525301T2D_J8	39.01353746068492	45.0	43.0	43	10.0	0.253788
HP1525301T2D_J9	28.272160528851316	45.0	43.0	43	10.0	0.350245
HP1525301T2D_K1	38.931819275272005	46.0	43.0	43	10.0	0.377386
HP1525301T2D_K10	22.269911654748526	47.0	43.0	43	10.0	0.480185
HP1525301T2D_K11	30.746667691359733	46.0	43.0	43	10.0	0.484321
HP1525301T2D_K12	27.601847585912438	47.0	43.0	43	10.0	0.339818
HP1525301T2D_K13	70.97900862082815	47.0	43.0	43	40.0	0.31122299999999997
HP1525301T2D_K14	31.557258990168975	46.0	43.0	43	10.0	0.48068099999999997
HP1525301T2D_K15	32.85012203598974	45.0	43.0	43	10.0	0.45822399999999996
HP1525301T2D_K16	34.173025053517634	46.0	43.0	43	10.0	0.493
HP1525301T2D_K17	27.669538296022836	46.0	43.0	43	10.0	0.466151
HP1525301T2D_K18	26.509214348769092	46.0	43.0	43	10.0	0.285456
HP1525301T2D_K19	32.8819501135135	45.0	43.0	43	10.0	0.5150669999999999
HP1525301T2D_K2	30.490087986842966	46.0	43.0	43	10.0	0.437482
HP1525301T2D_K20	72.8789073899112	46.0	43.0	43	40.0	0.346107
HP1525301T2D_K21	28.52466629545411	46.0	43.0	43	10.0	0.39539399999999997
HP1525301T2D_K22	39.33984812960946	46.0	43.0	43	10.0	0.510242
HP1525301T2D_K23	42.27785396151087	45.0	43.0	43	10.0	0.43949299999999997
HP1525301T2D_K24	75.75811622271988	46.0	43.0	43	30.0	0.5053799999999999
HP1525301T2D_K3	39.428531108288354	46.0	43.0	43	10.0	0.491397
HP1525301T2D_K4	71.1618565903005	47.0	43.0	43	40.0	0.26888
HP1525301T2D_K5	34.03943374961304	47.0	43.0	43	10.0	0.268332
HP1525301T2D_K6	34.81094660349565	46.0	43.0	43	10.0	0.17468799999999998
HP1525301T2D_K7	54.12311037288519	49.0	43.0	43	20.0	0.426043
HP1525301T2D_K8	31.83972617438897	46.0	43.0	43	10.0	0.18773299999999998
HP1525301T2D_K9	81.22912579313784	44.0	43.0	43	20.0	0.45720299999999997
HP1525301T2D_L1	29.651840116223838	46.0	43.0	43	10.0	0.465226
HP1525301T2D_L10	83.15174241548847	45.0	43.0	43	20.0	0.536554
HP1525301T2D_L11	79.3810082175751	45.0	43.0	43	20.0	0.417033
HP1525301T2D_L12	78.9545131743748	45.0	43.0	43	20.0	0.555806
HP1525301T2D_L13	29.76248255092861	46.0	43.0	43	10.0	0.253841
HP1525301T2D_L14	33.53183656980141	46.0	43.0	43	10.0	0.439314
HP1525301T2D_L15	39.55082358907238	44.0	43.0	43	10.0	0.197237
HP1525301T2D_L16	32.611144383743365	45.0	43.0	43	10.0	0.32592299999999996
HP1525301T2D_L17	41.49257363347117	46.0	43.0	43	10.0	0.21400899999999998
HP1525301T2D_L18	74.62700981487767	45.0	43.0	43	30.0	0.362409
HP1525301T2D_L19	76.6604627114535	46.0	43.0	43	30.0	0.436087
HP1525301T2D_L2	32.388258179815594	45.0	43.0	43	10.0	0.423427
HP1525301T2D_L20	32.050064012905125	45.0	43.0	43	10.0	0.346327
HP1525301T2D_L21	72.74094862846866	47.0	43.0	43	40.0	0.326387
HP1525301T2D_L22	34.30642586771232	45.0	43.0	43	10.0	0.500894
HP1525301T2D_L23	30.73529308297303	46.0	43.0	43	10.0	0.393578
HP1525301T2D_L24	40.84193556005462	46.0	43.0	43	10.0	0.451074
HP1525301T2D_L3	65.19623607241247	45.0	43.0	43	20.0	0.469887
HP1525301T2D_L4	29.322020895269063	46.0	43.0	43	10.0	0.348059
HP1525301T2D_L5	37.830221791929944	47.0	43.0	43	10.0	0.306852
HP1525301T2D_L6	24.919857250144446	46.0	43.0	43	10.0	0.34529
HP1525301T2D_L7	76.0281415622038	46.0	43.0	43	30.0	0.374535
HP1525301T2D_L8	23.350641620766183	46.0	43.0	43	10.0	0.357243
HP1525301T2D_L9	37.53919627059857	45.0	43.0	43	10.0	0.397762
HP1525301T2D_M1	67.09596219124593	48.0	43.0	43	20.0	0.501972
