Sample	Unique Reads	Duplicate Reads
HP1508501T2D_O16	6324.0	1563.0
HP1508501T2D_O17	102626.0	37293.0
HP1508501T2D_O18	14526.0	4595.0
HP1508501T2D_O19	2454.0	727.0
HP1508501T2D_O2	565.0	13.0
HP1508501T2D_O20	7141.0	2070.0
HP1508501T2D_O21	2732.0	872.0
HP1508501T2D_O22	35027.0	15342.0
HP1508501T2D_O23	45234.0	13290.0
HP1508501T2D_O24	5031.0	2295.0
HP1508501T2D_O3	300356.0	91497.0
HP1508501T2D_O4	87946.0	23754.0
HP1508501T2D_O5	4178.0	195.0
HP1508501T2D_O6	19508.0	3418.0
HP1508501T2D_O7	276865.0	175615.0
HP1508501T2D_O8	1639217.0	778896.0
HP1508501T2D_O9	265599.0	94130.0
HP1508501T2D_P1	757159.0	335491.0
HP1508501T2D_P10	4894.0	82.0
HP1508501T2D_P11	108244.0	33571.0
HP1508501T2D_P12	26460.0	2049.0
HP1508501T2D_P14	1101000.0	672215.0
HP1508501T2D_P15	18382.0	4509.0
HP1508501T2D_P16	35098.0	19573.0
HP1508501T2D_P17	15372.0	4818.0
HP1508501T2D_P18	25611.0	7935.0
HP1508501T2D_P19	327.0	189.0
HP1508501T2D_P2	654696.0	206401.0
HP1508501T2D_P20	1483.0	863.0
HP1508501T2D_P21	43085.0	21779.0
HP1508501T2D_P22	20888.0	6716.0
HP1508501T2D_P23	446.0	1.0
HP1508501T2D_P24	6945.0	1704.0
HP1508501T2D_P3	637742.0	357995.0
HP1508501T2D_P4	202643.0	62339.0
HP1508501T2D_P5	49332.0	10625.0
HP1508501T2D_P6	142791.0	64457.0
HP1508501T2D_P7	681126.0	303367.0
HP1508501T2D_P8	2059214.0	1926624.0
HP1508501T2D_P9	87171.0	20061.0
HP1509101_A1	19055.0	17925.0
HP1509101_A10	10592.0	3224.0
HP1509101_A11	11477.0	4237.0
HP1509101_A12	1289.0	59.0
HP1509101_A13	6726.0	1419.0
HP1509101_A14	10337.0	3378.0
HP1509101_A15	560.0	9.0
HP1509101_A16	4146.0	617.0
HP1509101_A17	29088.0	8522.0
HP1509101_A18	1978.0	131.0
HP1509101_A19	3332.0	460.0
HP1509101_A2	15681.0	11014.0
HP1509101_A20	21214.0	7607.0
HP1509101_A21	899.0	47.0
HP1509101_A22	1679.0	73.0
HP1509101_A23	3725.0	454.0
HP1509101_A24	3523128.0	5712438.0
HP1509101_A3	229690.0	158705.0
HP1509101_A4	19581.0	14771.0
HP1509101_A5	14897.0	3259.0
HP1509101_A6	3018.0	407.0
HP1509101_A7	89623.0	55919.0
HP1509101_A8	48334.0	21093.0
HP1509101_A9	6075.0	1081.0
HP1509101_B1	5816.0	3364.0
HP1509101_B10	406781.0	378375.0
HP1509101_B11	76535.0	58177.0
HP1509101_B12	263368.0	238315.0
HP1509101_B13	57231.0	42332.0
HP1509101_B14	30518.0	37995.0
HP1509101_B15	10237.0	3777.0
HP1509101_B16	288900.0	179545.0
HP1509101_B17	1126497.0	1164749.0
HP1509101_B18	38475.0	60251.0
HP1509101_B19	250498.0	177015.0
HP1509101_B2	34139.0	40817.0
HP1509101_B20	979676.0	1371933.0
HP1509101_B21	804.0	25.0
HP1509101_B22	723.0	30.0
HP1509101_B23	111917.0	69479.0
HP1509101_B24	906784.0	991604.0
HP1509101_B3	203317.0	526858.0
HP1509101_B4	16580.0	15629.0
HP1509101_B5	1469.0	197.0
HP1509101_B6	3845.0	410.0
HP1509101_B7	3179.0	389.0
HP1509101_B8	31417.0	10724.0
HP1509101_B9	19175.0	5890.0
HP1509101_C1	306532.0	254358.0
HP1509101_C10	1818.0	437.0
HP1509101_C11	13046.0	4630.0
HP1509101_C12	411418.0	622428.0
HP1509101_C13	888.0	35.0
HP1509101_C14	7342.0	1906.0
HP1509101_C15	652.0	26.0
HP1509101_C16	4355.0	411.0
HP1509101_C17	1846.0	453.0
HP1509101_C18	3214.0	1405.0
HP1509101_C19	11559.0	3459.0
HP1509101_C2	31945.0	42699.0
HP1509101_C20	4580.0	2353.0
HP1509101_C21	72856.0	24481.0
HP1509101_C22	74805.0	28703.0
HP1509101_C23	86187.0	73739.0
HP1509101_C24	11552.0	2779.0
HP1509101_C3	3702.0	1846.0
HP1509101_C4	2434.0	494.0
HP1509101_C5	1538.0	173.0
HP1509101_C6	41689.0	32369.0
HP1509101_C7	1383.0	84.0
HP1509101_C8	2488.0	293.0
HP1509101_C9	6401.0	1936.0
HP1509101_D1	6039.0	2786.0
HP1509101_D10	580285.0	678288.0
HP1509101_D11	10520.0	8676.0
HP1509101_D12	1100.0	48.0
HP1509101_D13	3109.0	1309.0
HP1509101_D14	100175.0	211514.0
HP1509101_D15	80034.0	58349.0
HP1509101_D16	545.0	15.0
HP1509101_D17	383113.0	335791.0
HP1509101_D18	843948.0	1514489.0
HP1509101_D19	376950.0	515041.0
HP1509101_D2	79655.0	109529.0
HP1509101_D20	189440.0	474601.0
HP1509101_D21	168230.0	198123.0
HP1509101_D22	77866.0	87004.0
HP1509101_D23	404098.0	354300.0
HP1509101_D24	2899.0	260.0
HP1509101_D3	25989.0	30918.0
HP1509101_D4	31530.0	41295.0
HP1509101_D5	57936.0	23341.0
HP1509101_D6	1907.0	384.0
HP1509101_D7	20357.0	9768.0
HP1509101_D8	1653518.0	1804490.0
HP1509101_D9	23839.0	12510.0
HP1509101_E1	6123.0	4007.0
HP1509101_E10	105242.0	131684.0
HP1509101_E11	423.0	34.0
HP1509101_E12	2159.0	643.0
HP1509101_E13	1969.0	223.0
HP1509101_E14	14241.0	6178.0
HP1509101_E15	1249.0	191.0
HP1509101_E16	6131.0	4135.0
HP1509101_E17	4900.0	1304.0
HP1509101_E18	3589.0	498.0
HP1509101_E19	69372.0	45006.0
HP1509101_E2	3312.0	1472.0
HP1509101_E20	3978.0	943.0
HP1509101_E21	2144.0	274.0
HP1509101_E22	337570.0	453654.0
HP1509101_E23	10996.0	4465.0
HP1509101_E24	62196.0	22253.0
HP1509101_E3	38873.0	15410.0
HP1509101_E4	182722.0	209736.0
HP1509101_E5	197056.0	613137.0
HP1509101_E6	16394.0	18774.0
HP1509101_E7	7859.0	6704.0
HP1509101_E8	66871.0	134260.0
HP1509101_E9	110993.0	115754.0
HP1509101_F1	116858.0	145307.0
HP1509101_F10	894.0	40.0
HP1509101_F11	2005.0	275.0
HP1509101_F12	6989.0	4618.0
HP1509101_F13	89920.0	73578.0
HP1509101_F14	842.0	26.0
HP1509101_F15	14653.0	8634.0
HP1509101_F16	8345.0	6065.0
HP1509101_F17	10093.0	7774.0
HP1509101_F18	69463.0	22658.0
HP1509101_F19	453819.0	360880.0
HP1509101_F2	1006680.0	673734.0
HP1509101_F20	829.0	26.0
HP1509101_F21	660983.0	1003579.0
HP1509101_F22	926733.0	923624.0
HP1509101_F23	1545377.0	1342906.0
HP1509101_F24	1303470.0	1658776.0
HP1509101_F3	17365.0	13989.0
HP1509101_F4	150359.0	87345.0
HP1509101_F5	103578.0	227152.0
HP1509101_F6	11350.0	9142.0
HP1509101_F7	89279.0	37853.0
HP1509101_F8	67724.0	85356.0
HP1509101_F9	5240.0	2433.0
HP1509101_G1	24956.0	25336.0
HP1509101_G10	201179.0	294455.0
HP1509101_G11	9698.0	3369.0
HP1509101_G12	153521.0	179474.0
HP1509101_G13	4071.0	2057.0
HP1509101_G14	262518.0	289673.0
HP1509101_G15	71922.0	85163.0
HP1509101_G16	106232.0	61826.0
HP1509101_G17	167311.0	214645.0
HP1509101_G18	93281.0	58372.0
HP1509101_G19	115887.0	98286.0
HP1509101_G2	32361.0	22003.0
HP1509101_G20	71880.0	75194.0
HP1509101_G21	478409.0	1141973.0
HP1509101_G22	93105.0	58845.0
HP1509101_G23	788589.0	1745460.0
HP1509101_G24	486437.0	546047.0
HP1509101_G3	27359.0	22821.0
HP1509101_G4	106276.0	254386.0
HP1509101_G5	9395.0	9437.0
HP1509101_G6	23876.0	30083.0
HP1509101_G7	16012.0	13076.0
HP1509101_G8	28822.0	17636.0
HP1509101_G9	74187.0	62519.0
HP1509101_H1	118566.0	74585.0
HP1509101_H10	33065.0	48692.0
HP1509101_H11	470203.0	643694.0
HP1509101_H12	1386.0	90.0
HP1509101_H13	204781.0	277170.0
HP1509101_H14	20952.0	7043.0
HP1509101_H15	7890.0	1540.0
HP1509101_H16	259285.0	782313.0
HP1509101_H17	31135.0	14290.0
HP1509101_H18	957.0	38.0
HP1509101_H19	18177.0	8817.0
HP1509101_H2	217010.0	412790.0
HP1509101_H20	363650.0	244115.0
HP1509101_H21	274644.0	209084.0
HP1509101_H22	641448.0	681102.0
HP1509101_H23	1136947.0	1232283.0
HP1509101_H24	1196611.0	1518176.0
HP1509101_H3	69973.0	123940.0
HP1509101_H4	29601.0	42448.0
HP1509101_H5	13033.0	4565.0
HP1509101_H6	654.0	28.0
HP1509101_H7	74862.0	61664.0
HP1509101_H8	22296.0	25577.0
HP1509101_H9	243077.0	411390.0
HP1509101_I1	482.0	8.0
HP1509101_I10	104143.0	69790.0
HP1509101_I11	64476.0	64483.0
HP1509101_I12	1037830.0	1088937.0
HP1509101_I13	31075.0	23713.0
HP1509101_I14	436551.0	624534.0
HP1509101_I15	158031.0	478714.0
HP1509101_I16	18017.0	4431.0
HP1509101_I17	995339.0	809376.0
HP1509101_I18	19181.0	7407.0
HP1509101_I19	49247.0	65341.0
HP1509101_I2	4603.0	980.0
HP1509101_I20	4442.0	697.0
HP1509101_I21	210868.0	132718.0
HP1509101_I22	16660.0	4979.0
HP1509101_I23	624410.0	691039.0
HP1509101_I24	350469.0	447358.0
HP1509101_I3	13505.0	6192.0
HP1509101_I4	13192.0	4468.0
HP1509101_I5	73768.0	37609.0
HP1509101_I6	154879.0	142476.0
HP1509101_I7	2223.0	544.0
HP1509101_I8	103209.0	122493.0
HP1509101_I9	101385.0	242083.0
HP1509101_J1	6861.0	1663.0
HP1509101_J10	5590.0	3518.0
HP1509101_J11	19517.0	4456.0
HP1509101_J12	121199.0	104192.0
HP1509101_J13	2880.0	657.0
HP1509101_J14	18347.0	3347.0
HP1509101_J15	294614.0	213532.0
HP1509101_J16	58940.0	41071.0
HP1509101_J17	30714.0	48560.0
HP1509101_J18	27350.0	17370.0
HP1509101_J19	281404.0	261768.0
HP1509101_J2	20323.0	17690.0
HP1509101_J20	237532.0	201120.0
HP1509101_J21	97897.0	221040.0
HP1509101_J22	57017.0	13301.0
HP1509101_J23	67345.0	26857.0
HP1509101_J24	305288.0	278873.0
HP1509101_J3	29338.0	28999.0
HP1509101_J4	323843.0	245554.0
HP1509101_J5	38222.0	32716.0
HP1509101_J6	56581.0	34184.0
HP1509101_J7	27851.0	29118.0
HP1509101_J8	218981.0	169043.0
HP1509101_J9	151317.0	85234.0
HP1509101_K1	290.0	3.0
HP1509101_K10	296871.0	171175.0
HP1509101_K11	19226.0	18154.0
HP1509101_K12	25332.0	23440.0
HP1509101_K13	10040.0	4125.0
HP1509101_K14	27029.0	43853.0
HP1509101_K15	74235.0	32886.0
HP1509101_K16	15849.0	5867.0
HP1509101_K17	10113.0	2589.0
HP1509101_K18	11868.0	4439.0
HP1509101_K19	56493.0	20238.0
HP1509101_K2	6753.0	1475.0
HP1509101_K20	13205.0	4468.0
HP1509101_K21	49739.0	27084.0
HP1509101_K22	66888.0	37234.0
HP1509101_K23	14593.0	5462.0
HP1509101_K24	16737.0	4626.0
HP1509101_K3	87444.0	202885.0
HP1509101_K4	20508.0	17423.0
HP1509101_K5	43241.0	34840.0
HP1509101_K6	81477.0	145364.0
HP1509101_K7	34401.0	14892.0
HP1509101_K8	33868.0	20021.0
HP1509101_K9	267624.0	353973.0
HP1509101_L1	817.0	51.0
HP1509101_L10	12386.0	2941.0
HP1509101_L11	320955.0	290811.0
HP1509101_L12	10066.0	8096.0
HP1509101_L13	114577.0	67334.0
HP1509101_L14	51079.0	28648.0
HP1509101_L15	1839.0	112.0
HP1509101_L16	79426.0	38155.0
HP1509101_L17	45343.0	20173.0
HP1509101_L18	225993.0	94930.0
HP1509101_L19	170900.0	176372.0
HP1509101_L2	5025.0	477.0
HP1509101_L20	16894.0	6501.0
HP1509101_L21	10812.0	2889.0
HP1509101_L22	4088.0	1231.0
HP1509101_L23	68158.0	60756.0
HP1509101_L24	910954.0	1151308.0
HP1509101_L3	53171.0	23320.0
HP1509101_L4	339.0	6.0
HP1509101_L5	5341.0	3179.0
HP1509101_L6	18760.0	6877.0
HP1509101_L7	29659.0	34394.0
HP1509101_L8	684186.0	898996.0
HP1509101_L9	10082.0	2423.0
HP1509101_M1	137.0	1.0
HP1509101_M10	697901.0	729800.0
HP1509101_M11	165.0	2.0
HP1509101_M12	122506.0	111550.0
HP1509101_M13	221.0	6.0
HP1509101_M14	16446.0	3444.0
HP1509101_M15	200.0	3.0
HP1509101_M16	22699.0	5189.0
HP1509101_M17	568.0	22.0
HP1509101_M18	12943.0	3615.0
HP1509101_M19	297.0	6.0
HP1509101_M2	1562.0	221.0
HP1509101_M20	2499.0	279.0
HP1509101_M21	312.0	4.0
HP1509101_M22	53432.0	105564.0
HP1509101_M23	537.0	13.0
HP1509101_M24	15763.0	4951.0
HP1509101_M3	139.0	1.0
HP1509101_M4	9859.0	6680.0
HP1509101_M5	98.0	0.0
HP1509101_M6	395809.0	1406596.0
HP1509101_M7	149.0	1.0
HP1509101_M8	81607.0	77632.0
HP1509101_M9	314.0	6.0
HP1509101_N1	28595.0	12067.0
HP1509101_N10	309323.0	381532.0
HP1509101_N11	17065.0	5621.0
HP1509101_N12	538420.0	653975.0
HP1509101_N13	93032.0	193004.0
HP1509101_N14	290778.0	988340.0
HP1509101_N15	14531.0	2349.0
HP1509101_N16	24673.0	8162.0
HP1509101_N17	715345.0	860476.0
HP1509101_N18	476081.0	375654.0
HP1509101_N19	34420.0	26236.0
HP1509101_N2	9651.0	6417.0
HP1509101_N20	324065.0	288924.0
HP1509101_N21	19563.0	7000.0
HP1509101_N22	12190.0	3028.0
HP1509101_N23	85284.0	60271.0
HP1509101_N24	73590.0	150933.0
HP1509101_N3	18915.0	16871.0
HP1509101_N4	74665.0	124854.0
HP1509101_N5	52243.0	26709.0
HP1509101_N6	66054.0	33330.0
HP1509101_N7	111612.0	70662.0
HP1509101_N8	7623.0	3651.0
HP1509101_N9	213213.0	162405.0
HP1509101_O1	36083.0	19665.0
HP1509101_O10	40800.0	37937.0
HP1509101_O11	14271.0	7203.0
HP1509101_O12	546467.0	582460.0
HP1509101_O13	111741.0	84980.0
HP1509101_O14	932725.0	1307049.0
HP1509101_O15	15653.0	16850.0
HP1509101_O16	244159.0	188345.0
HP1509101_O17	595051.0	817771.0
HP1509101_O18	51637.0	35349.0
HP1509101_O19	87210.0	69767.0
HP1509101_O2	52311.0	95378.0
HP1509101_O20	31411.0	10772.0
HP1509101_O21	2121.0	161.0
HP1509101_O22	1727.0	91.0
HP1509101_O23	33304.0	11030.0
HP1509101_O24	79163.0	77692.0
HP1509101_O3	2433.0	260.0
HP1509101_O4	178548.0	225189.0
HP1509101_O5	2861.0	539.0
HP1509101_O6	578732.0	926657.0
HP1509101_O7	43920.0	22040.0
HP1509101_O8	116321.0	117590.0
HP1509101_O9	627399.0	733687.0
HP1509101_P1	228485.0	118778.0
HP1509101_P10	17480.0	6465.0
HP1509101_P11	14856.0	4068.0
HP1509101_P12	418154.0	640787.0
HP1509101_P14	112098.0	90603.0
HP1509101_P15	21828.0	6911.0
HP1509101_P16	1788.0	544.0
HP1509101_P17	283863.0	195967.0
HP1509101_P18	726345.0	881584.0
HP1509101_P19	5070.0	520.0
HP1509101_P2	29224.0	35345.0
HP1509101_P20	88616.0	39548.0
HP1509101_P21	622.0	20.0
HP1509101_P22	15592.0	2313.0
HP1509101_P23	112078.0	62474.0
HP1509101_P24	4370.0	433.0
HP1509101_P3	15320.0	17021.0
HP1509101_P4	77231.0	34145.0
HP1509101_P5	15122.0	2145.0
HP1509101_P6	363364.0	412279.0
HP1509101_P7	331236.0	383006.0
HP1509101_P8	877054.0	692971.0
HP1509101_P9	420390.0	303093.0
HP1525301T2D_A1	238957.0	139199.0
HP1525301T2D_A10	73720.0	338696.0
HP1525301T2D_A11	212441.0	157073.0
HP1525301T2D_A12	207598.0	139519.0
HP1525301T2D_A13	190111.0	74297.0
HP1525301T2D_A14	233125.0	91223.0
HP1525301T2D_A15	236279.0	120955.0
HP1525301T2D_A16	193383.0	116079.0
HP1525301T2D_A17	190779.0	75496.0
HP1525301T2D_A18	64164.0	151415.0
HP1525301T2D_A19	286021.0	132515.0
HP1525301T2D_A2	98289.0	355424.0
HP1525301T2D_A20	78586.0	329250.0
HP1525301T2D_A21	91707.0	234972.0
HP1525301T2D_A22	87260.0	268335.0
HP1525301T2D_A23	100767.0	303455.0
HP1525301T2D_A24	151306.0	301066.0
HP1525301T2D_A3	234504.0	184963.0
HP1525301T2D_A4	92891.0	337722.0
HP1525301T2D_A5	215070.0	145805.0
HP1525301T2D_A6	172874.0	79328.0
HP1525301T2D_A7	222751.0	191212.0
HP1525301T2D_A8	38679.0	68203.0
HP1525301T2D_A9	118361.0	46495.0
HP1525301T2D_B1	281523.0	152258.0
HP1525301T2D_B10	251819.0	100254.0
HP1525301T2D_B11	217521.0	161658.0
HP1525301T2D_B12	244385.0	138728.0
HP1525301T2D_B13	230180.0	136656.0
HP1525301T2D_B14	127728.0	73116.0
HP1525301T2D_B15	108697.0	63326.0
HP1525301T2D_B16	91038.0	323577.0
HP1525301T2D_B17	104783.0	218229.0
HP1525301T2D_B18	202396.0	81101.0
HP1525301T2D_B19	91667.0	290521.0
HP1525301T2D_B2	71284.0	143708.0
HP1525301T2D_B20	74768.0	211679.0
HP1525301T2D_B21	265133.0	120618.0
HP1525301T2D_B22	95002.0	286826.0
HP1525301T2D_B23	153315.0	181115.0
HP1525301T2D_B24	278060.0	168626.0
HP1525301T2D_B3	236001.0	140282.0
HP1525301T2D_B4	175737.0	113621.0
HP1525301T2D_B5	221236.0	82794.0
HP1525301T2D_B6	247498.0	91239.0
HP1525301T2D_B7	242607.0	126081.0
HP1525301T2D_B8	184156.0	63169.0
HP1525301T2D_B9	83027.0	225565.0
HP1525301T2D_C1	117949.0	122697.0
HP1525301T2D_C10	219220.0	145148.0
HP1525301T2D_C11	247414.0	206803.0
HP1525301T2D_C12	82773.0	314318.0
HP1525301T2D_C13	239011.0	172425.0
HP1525301T2D_C14	162564.0	97722.0
HP1525301T2D_C15	193701.0	90132.0
HP1525301T2D_C16	242399.0	94723.0
HP1525301T2D_C17	234606.0	93394.0
HP1525301T2D_C18	68429.0	152009.0
HP1525301T2D_C19	260737.0	151753.0
HP1525301T2D_C2	118562.0	116689.0
HP1525301T2D_C20	68709.0	149964.0
HP1525301T2D_C21	202331.0	118936.0
HP1525301T2D_C22	286469.0	105694.0
HP1525301T2D_C23	154835.0	96997.0
HP1525301T2D_C24	234659.0	149001.0
HP1525301T2D_C3	188659.0	106132.0
HP1525301T2D_C4	124143.0	78682.0
HP1525301T2D_C5	160908.0	75959.0
HP1525301T2D_C6	213705.0	80776.0
HP1525301T2D_C7	211193.0	76090.0
HP1525301T2D_C8	179953.0	107723.0
HP1525301T2D_C9	218624.0	118952.0
HP1525301T2D_D1	291794.0	133508.0
HP1525301T2D_D10	222657.0	106134.0
HP1525301T2D_D11	202615.0	104687.0
HP1525301T2D_D12	300944.0	116181.0
HP1525301T2D_D13	84382.0	214980.0
HP1525301T2D_D14	219055.0	80766.0
HP1525301T2D_D15	104438.0	37768.0
HP1525301T2D_D16	68711.0	161996.0
HP1525301T2D_D17	81974.0	172711.0
HP1525301T2D_D18	98964.0	89294.0
HP1525301T2D_D19	223456.0	126385.0
HP1525301T2D_D2	207265.0	58632.0
HP1525301T2D_D20	64193.0	195208.0
HP1525301T2D_D21	227673.0	92850.0
HP1525301T2D_D22	245210.0	107542.0
HP1525301T2D_D23	52443.0	14642.0
HP1525301T2D_D24	102117.0	351722.0
HP1525301T2D_D3	205363.0	117283.0
HP1525301T2D_D4	186603.0	81220.0
HP1525301T2D_D5	131905.0	222277.0
HP1525301T2D_D6	219454.0	71767.0
HP1525301T2D_D7	79826.0	294487.0
HP1525301T2D_D8	184328.0	68070.0
HP1525301T2D_D9	242723.0	130050.0
HP1525301T2D_E1	251014.0	177717.0
HP1525301T2D_E10	101210.0	423476.0
HP1525301T2D_E11	369330.0	146363.0
HP1525301T2D_E12	276810.0	105002.0
HP1525301T2D_E13	207785.0	167428.0
HP1525301T2D_E14	158195.0	253745.0
HP1525301T2D_E15	320803.0	163012.0
HP1525301T2D_E16	303051.0	184979.0
HP1525301T2D_E17	253355.0	122856.0
HP1525301T2D_E18	60997.0	122550.0
HP1525301T2D_E19	296851.0	128790.0
HP1525301T2D_E2	158360.0	98716.0
HP1525301T2D_E20	193214.0	221592.0
HP1525301T2D_E21	161507.0	291826.0
HP1525301T2D_E22	300854.0	163305.0
HP1525301T2D_E23	329424.0	233170.0
HP1525301T2D_E24	295754.0	119600.0
HP1525301T2D_E3	325156.0	115535.0
HP1525301T2D_E4	30408.0	4560.0
HP1525301T2D_E5	249843.0	85292.0
HP1525301T2D_E6	119890.0	371715.0
HP1525301T2D_E7	206887.0	150108.0
HP1525301T2D_E8	197518.0	183125.0
HP1525301T2D_E9	98434.0	292655.0
HP1525301T2D_F1	35967.0	56288.0
HP1525301T2D_F10	240522.0	105543.0
HP1525301T2D_F11	86447.0	405698.0
HP1525301T2D_F12	228222.0	98421.0
HP1525301T2D_F13	156628.0	323581.0
HP1525301T2D_F14	86926.0	346525.0
HP1525301T2D_F15	220983.0	111331.0
HP1525301T2D_F16	216334.0	136117.0
HP1525301T2D_F17	52742.0	77708.0
HP1525301T2D_F18	43494.0	76151.0
HP1525301T2D_F19	246931.0	91887.0
HP1525301T2D_F2	83335.0	48183.0
HP1525301T2D_F20	111185.0	146505.0
HP1525301T2D_F21	308001.0	142680.0
HP1525301T2D_F22	129065.0	261495.0
HP1525301T2D_F23	244249.0	147255.0
HP1525301T2D_F24	263485.0	106002.0
HP1525301T2D_F3	237767.0	116735.0
HP1525301T2D_F4	147128.0	133927.0
HP1525301T2D_F5	231892.0	100145.0
HP1525301T2D_F6	26096.0	22506.0
HP1525301T2D_F7	257736.0	78597.0
HP1525301T2D_F8	109193.0	32029.0
HP1525301T2D_F9	102076.0	324925.0
HP1525301T2D_G1	218789.0	174562.0
HP1525301T2D_G10	266920.0	112435.0
HP1525301T2D_G11	227923.0	93173.0
HP1525301T2D_G12	128264.0	379815.0
HP1525301T2D_G13	296231.0	163834.0
HP1525301T2D_G14	121488.0	51209.0
HP1525301T2D_G15	119379.0	99070.0
HP1525301T2D_G16	78829.0	202698.0
HP1525301T2D_G17	232814.0	116117.0
HP1525301T2D_G18	112430.0	63636.0
HP1525301T2D_G19	309868.0	174101.0
HP1525301T2D_G2	83510.0	138749.0
HP1525301T2D_G20	133628.0	64338.0
HP1525301T2D_G21	287279.0	136067.0
HP1525301T2D_G22	309956.0	194183.0
HP1525301T2D_G23	291889.0	150764.0
HP1525301T2D_G24	111389.0	427860.0
HP1525301T2D_G3	299306.0	117899.0
HP1525301T2D_G4	247307.0	151441.0
HP1525301T2D_G5	119478.0	55138.0
HP1525301T2D_G6	202837.0	97210.0
HP1525301T2D_G7	102568.0	318378.0
HP1525301T2D_G8	183341.0	118080.0
HP1525301T2D_G9	309701.0	181127.0
HP1525301T2D_H1	326366.0	258107.0
HP1525301T2D_H10	233279.0	99062.0
HP1525301T2D_H11	319223.0	137136.0
HP1525301T2D_H12	302629.0	244078.0
HP1525301T2D_H13	100050.0	397058.0
HP1525301T2D_H14	221529.0	80154.0
HP1525301T2D_H15	100195.0	274529.0
HP1525301T2D_H16	267982.0	163139.0
HP1525301T2D_H17	312117.0	150274.0
HP1525301T2D_H18	333776.0	156086.0
HP1525301T2D_H19	316814.0	199145.0
HP1525301T2D_H2	353489.0	134497.0
HP1525301T2D_H20	295970.0	170984.0
HP1525301T2D_H21	128289.0	410424.0
HP1525301T2D_H22	136238.0	396738.0
HP1525301T2D_H23	264314.0	196744.0
HP1525301T2D_H24	288761.0	199722.0
HP1525301T2D_H3	352664.0	148234.0
HP1525301T2D_H4	127044.0	272235.0
HP1525301T2D_H5	88628.0	254244.0
HP1525301T2D_H6	260964.0	170742.0
HP1525301T2D_H7	260398.0	188528.0
HP1525301T2D_H8	196706.0	98232.0
HP1525301T2D_H9	252608.0	158052.0
HP1525301T2D_I1	277910.0	108576.0
HP1525301T2D_I10	252272.0	151557.0
HP1525301T2D_I11	287634.0	150692.0
HP1525301T2D_I12	278277.0	188137.0
HP1525301T2D_I13	92011.0	233876.0
HP1525301T2D_I14	81821.0	192834.0
HP1525301T2D_I15	252600.0	125121.0
HP1525301T2D_I16	298160.0	148073.0
HP1525301T2D_I17	234829.0	148355.0
HP1525301T2D_I18	254401.0	158596.0
HP1525301T2D_I19	312112.0	116507.0
HP1525301T2D_I2	272302.0	125056.0
HP1525301T2D_I20	146512.0	165118.0
HP1525301T2D_I21	249917.0	175040.0
HP1525301T2D_I22	280283.0	120417.0
HP1525301T2D_I23	262008.0	124771.0
HP1525301T2D_I24	218906.0	120867.0
HP1525301T2D_I3	221973.0	125197.0
HP1525301T2D_I4	240466.0	147682.0
HP1525301T2D_I5	245566.0	117722.0
HP1525301T2D_I6	199202.0	124536.0
HP1525301T2D_I7	296964.0	142837.0
HP1525301T2D_I8	184103.0	74361.0
HP1525301T2D_I9	94759.0	274073.0
HP1525301T2D_J1	280679.0	185497.0
HP1525301T2D_J10	276384.0	185320.0
HP1525301T2D_J11	80242.0	198147.0
HP1525301T2D_J12	101775.0	291344.0
HP1525301T2D_J13	225649.0	148479.0
HP1525301T2D_J14	277752.0	161145.0
HP1525301T2D_J15	186337.0	71397.0
HP1525301T2D_J16	217586.0	148286.0
HP1525301T2D_J17	247683.0	94288.0
HP1525301T2D_J18	173252.0	51098.0
HP1525301T2D_J19	156943.0	85836.0
HP1525301T2D_J2	170243.0	77686.0
HP1525301T2D_J20	262307.0	77334.0
HP1525301T2D_J21	286401.0	128075.0
HP1525301T2D_J22	155514.0	348933.0
HP1525301T2D_J23	122332.0	96566.0
HP1525301T2D_J24	100445.0	427590.0
HP1525301T2D_J3	144964.0	225037.0
HP1525301T2D_J4	240316.0	80639.0
HP1525301T2D_J5	236317.0	130443.0
HP1525301T2D_J6	43594.0	59150.0
HP1525301T2D_J7	308722.0	105205.0
HP1525301T2D_J8	154777.0	99011.0
HP1525301T2D_J9	251224.0	99021.0
HP1525301T2D_K1	230463.0	146923.0
HP1525301T2D_K10	373249.0	106936.0
HP1525301T2D_K11	335409.0	148912.0
HP1525301T2D_K12	246022.0	93796.0
HP1525301T2D_K13	90320.0	220903.0
HP1525301T2D_K14	328992.0	151689.0
HP1525301T2D_K15	307697.0	150527.0
HP1525301T2D_K16	324527.0	168473.0
HP1525301T2D_K17	337170.0	128981.0
HP1525301T2D_K18	209784.0	75672.0
HP1525301T2D_K19	345703.0	169364.0
HP1525301T2D_K2	304094.0	133388.0
HP1525301T2D_K20	93869.0	252238.0
HP1525301T2D_K21	282610.0	112784.0
HP1525301T2D_K22	309514.0	200728.0
HP1525301T2D_K23	253685.0	185808.0
HP1525301T2D_K24	122514.0	382866.0
HP1525301T2D_K3	297647.0	193750.0
HP1525301T2D_K4	77541.0	191339.0
HP1525301T2D_K5	176994.0	91338.0
HP1525301T2D_K6	113878.0	60810.0
HP1525301T2D_K7	195456.0	230587.0
HP1525301T2D_K8	127960.0	59773.0
HP1525301T2D_K9	85821.0	371382.0
HP1525301T2D_L1	327278.0	137948.0
HP1525301T2D_L10	90400.0	446154.0
HP1525301T2D_L11	85989.0	331044.0
HP1525301T2D_L12	116973.0	438833.0
