run_accession	experiment_accession	library_name	submitted_ftp	sample_title	sample_accession
ERR1630506	ERX1700839	HP1504101T2D_B7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630506/HP1504101T2D_B7.fastq.gz	HP1504101T2D_B7	SAMEA4437514
ERR1630509	ERX1700842	HP1504101T2D_C1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630509/HP1504101T2D_C1.fastq.gz	HP1504101T2D_C1	SAMEA4437517
ERR1630512	ERX1700845	HP1504101T2D_C12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630512/HP1504101T2D_C12.fastq.gz	HP1504101T2D_C12	SAMEA4437520
ERR1630517	ERX1700850	HP1504101T2D_C17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630517/HP1504101T2D_C17.fastq.gz	HP1504101T2D_C17	SAMEA4437525
ERR1630519	ERX1700852	HP1504101T2D_C19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630519/HP1504101T2D_C19.fastq.gz	HP1504101T2D_C19	SAMEA4437527
ERR1630521	ERX1700854	HP1504101T2D_C20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630521/HP1504101T2D_C20.fastq.gz	HP1504101T2D_C20	SAMEA4437529
ERR1630522	ERX1700855	HP1504101T2D_C21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630522/HP1504101T2D_C21.fastq.gz	HP1504101T2D_C21	SAMEA4437530
ERR1630523	ERX1700856	HP1504101T2D_C22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630523/HP1504101T2D_C22.fastq.gz	HP1504101T2D_C22	SAMEA4437531
ERR1630526	ERX1700859	HP1504101T2D_C3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630526/HP1504101T2D_C3.fastq.gz	HP1504101T2D_C3	SAMEA4437534
ERR1630529	ERX1700862	HP1504101T2D_C6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630529/HP1504101T2D_C6.fastq.gz	HP1504101T2D_C6	SAMEA4437537
ERR1630534	ERX1700867	HP1504101T2D_D10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630534/HP1504101T2D_D10.fastq.gz	HP1504101T2D_D10	SAMEA4437542
ERR1630535	ERX1700868	HP1504101T2D_D11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630535/HP1504101T2D_D11.fastq.gz	HP1504101T2D_D11	SAMEA4437543
ERR1630539	ERX1700872	HP1504101T2D_D15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630539/HP1504101T2D_D15.fastq.gz	HP1504101T2D_D15	SAMEA4437547
ERR1630540	ERX1700873	HP1504101T2D_D16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630540/HP1504101T2D_D16.fastq.gz	HP1504101T2D_D16	SAMEA4437548
ERR1630544	ERX1700877	HP1504101T2D_D2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630544/HP1504101T2D_D2.fastq.gz	HP1504101T2D_D2	SAMEA4437552
ERR1630545	ERX1700878	HP1504101T2D_D20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630545/HP1504101T2D_D20.fastq.gz	HP1504101T2D_D20	SAMEA4437553
ERR1630547	ERX1700880	HP1504101T2D_D22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630547/HP1504101T2D_D22.fastq.gz	HP1504101T2D_D22	SAMEA4437555
ERR1630548	ERX1700881	HP1504101T2D_D23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630548/HP1504101T2D_D23.fastq.gz	HP1504101T2D_D23	SAMEA4437556
ERR1630550	ERX1700883	HP1504101T2D_D3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630550/HP1504101T2D_D3.fastq.gz	HP1504101T2D_D3	SAMEA4437558
ERR1630556	ERX1700889	HP1504101T2D_D9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630556/HP1504101T2D_D9.fastq.gz	HP1504101T2D_D9	SAMEA4437564
ERR1630557	ERX1700890	HP1504101T2D_E1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630557/HP1504101T2D_E1.fastq.gz	HP1504101T2D_E1	SAMEA4437565
ERR1630563	ERX1700896	HP1504101T2D_E15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630563/HP1504101T2D_E15.fastq.gz	HP1504101T2D_E15	SAMEA4437571
ERR1630566	ERX1700899	HP1504101T2D_E18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630566/HP1504101T2D_E18.fastq.gz	HP1504101T2D_E18	SAMEA4437574
ERR1630570	ERX1700903	HP1504101T2D_E21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630570/HP1504101T2D_E21.fastq.gz	HP1504101T2D_E21	SAMEA4437578
ERR1630571	ERX1700904	HP1504101T2D_E22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630571/HP1504101T2D_E22.fastq.gz	HP1504101T2D_E22	SAMEA4437579
ERR1630573	ERX1700906	HP1504101T2D_E24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630573/HP1504101T2D_E24.fastq.gz	HP1504101T2D_E24	SAMEA4437581
ERR1630574	ERX1700907	HP1504101T2D_E3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630574/HP1504101T2D_E3.fastq.gz	HP1504101T2D_E3	SAMEA4437582
ERR1630575	ERX1700908	HP1504101T2D_E4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630575/HP1504101T2D_E4.fastq.gz	HP1504101T2D_E4	SAMEA4437583
ERR1630583	ERX1700916	HP1504101T2D_F11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630583/HP1504101T2D_F11.fastq.gz	HP1504101T2D_F11	SAMEA4437591
ERR1630584	ERX1700917	HP1504101T2D_F12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630584/HP1504101T2D_F12.fastq.gz	HP1504101T2D_F12	SAMEA4437592
ERR1630587	ERX1700920	HP1504101T2D_F15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630587/HP1504101T2D_F15.fastq.gz	HP1504101T2D_F15	SAMEA4437595
ERR1630588	ERX1700921	HP1504101T2D_F16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630588/HP1504101T2D_F16.fastq.gz	HP1504101T2D_F16	SAMEA4437596
ERR1630589	ERX1700922	HP1504101T2D_F17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630589/HP1504101T2D_F17.fastq.gz	HP1504101T2D_F17	SAMEA4437597
ERR1630595	ERX1700928	HP1504101T2D_F22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630595/HP1504101T2D_F22.fastq.gz	HP1504101T2D_F22	SAMEA4437603
ERR1630596	ERX1700929	HP1504101T2D_F23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630596/HP1504101T2D_F23.fastq.gz	HP1504101T2D_F23	SAMEA4437604
ERR1630597	ERX1700930	HP1504101T2D_F24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630597/HP1504101T2D_F24.fastq.gz	HP1504101T2D_F24	SAMEA4437605
ERR1630599	ERX1700932	HP1504101T2D_F4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630599/HP1504101T2D_F4.fastq.gz	HP1504101T2D_F4	SAMEA4437607
ERR1630600	ERX1700933	HP1504101T2D_F5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630600/HP1504101T2D_F5.fastq.gz	HP1504101T2D_F5	SAMEA4437608
ERR1630601	ERX1700934	HP1504101T2D_F6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630601/HP1504101T2D_F6.fastq.gz	HP1504101T2D_F6	SAMEA4437609
ERR1630602	ERX1700935	HP1504101T2D_F7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630602/HP1504101T2D_F7.fastq.gz	HP1504101T2D_F7	SAMEA4437610
ERR1630603	ERX1700936	HP1504101T2D_F8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630603/HP1504101T2D_F8.fastq.gz	HP1504101T2D_F8	SAMEA4437611
ERR1630605	ERX1700938	HP1504101T2D_G1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630605/HP1504101T2D_G1.fastq.gz	HP1504101T2D_G1	SAMEA4437613
ERR1630615	ERX1700948	HP1504101T2D_G19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630615/HP1504101T2D_G19.fastq.gz	HP1504101T2D_G19	SAMEA4437623
ERR1630616	ERX1700949	HP1504101T2D_G2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630616/HP1504101T2D_G2.fastq.gz	HP1504101T2D_G2	SAMEA4437624
ERR1630620	ERX1700953	HP1504101T2D_G23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630620/HP1504101T2D_G23.fastq.gz	HP1504101T2D_G23	SAMEA4437628
ERR1630621	ERX1700954	HP1504101T2D_G24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630621/HP1504101T2D_G24.fastq.gz	HP1504101T2D_G24	SAMEA4437629
ERR1630623	ERX1700956	HP1504101T2D_G4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630623/HP1504101T2D_G4.fastq.gz	HP1504101T2D_G4	SAMEA4437631
ERR1630631	ERX1700964	HP1504101T2D_H11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630631/HP1504101T2D_H11.fastq.gz	HP1504101T2D_H11	SAMEA4437639
ERR1630632	ERX1700965	HP1504101T2D_H12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630632/HP1504101T2D_H12.fastq.gz	HP1504101T2D_H12	SAMEA4437640
ERR1630635	ERX1700968	HP1504101T2D_H15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630635/HP1504101T2D_H15.fastq.gz	HP1504101T2D_H15	SAMEA4437643
ERR1630641	ERX1700974	HP1504101T2D_H20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630641/HP1504101T2D_H20.fastq.gz	HP1504101T2D_H20	SAMEA4437649
ERR1630642	ERX1700975	HP1504101T2D_H21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630642/HP1504101T2D_H21.fastq.gz	HP1504101T2D_H21	SAMEA4437650
ERR1630644	ERX1700977	HP1504101T2D_H23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630644/HP1504101T2D_H23.fastq.gz	HP1504101T2D_H23	SAMEA4437652
ERR1630645	ERX1700978	HP1504101T2D_H24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630645/HP1504101T2D_H24.fastq.gz	HP1504101T2D_H24	SAMEA4437653
ERR1630654	ERX1700987	HP1504101T2D_I10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630654/HP1504101T2D_I10.fastq.gz	HP1504101T2D_I10	SAMEA4437662
ERR1630655	ERX1700988	HP1504101T2D_I11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630655/HP1504101T2D_I11.fastq.gz	HP1504101T2D_I11	SAMEA4437663
ERR1630656	ERX1700989	HP1504101T2D_I12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630656/HP1504101T2D_I12.fastq.gz	HP1504101T2D_I12	SAMEA4437664
ERR1630657	ERX1700990	HP1504101T2D_I13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630657/HP1504101T2D_I13.fastq.gz	HP1504101T2D_I13	SAMEA4437665
ERR1630659	ERX1700992	HP1504101T2D_I15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630659/HP1504101T2D_I15.fastq.gz	HP1504101T2D_I15	SAMEA4437667
ERR1630669	ERX1701002	HP1504101T2D_I24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630669/HP1504101T2D_I24.fastq.gz	HP1504101T2D_I24	SAMEA4437677
ERR1630671	ERX1701004	HP1504101T2D_I4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630671/HP1504101T2D_I4.fastq.gz	HP1504101T2D_I4	SAMEA4437679
ERR1630677	ERX1701010	HP1504101T2D_J1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630677/HP1504101T2D_J1.fastq.gz	HP1504101T2D_J1	SAMEA4437685
ERR1630678	ERX1701011	HP1504101T2D_J10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630678/HP1504101T2D_J10.fastq.gz	HP1504101T2D_J10	SAMEA4437686
ERR1630680	ERX1701013	HP1504101T2D_J12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630680/HP1504101T2D_J12.fastq.gz	HP1504101T2D_J12	SAMEA4437688
ERR1630685	ERX1701018	HP1504101T2D_J17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630685/HP1504101T2D_J17.fastq.gz	HP1504101T2D_J17	SAMEA4437693
ERR1630688	ERX1701021	HP1504101T2D_J2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630688/HP1504101T2D_J2.fastq.gz	HP1504101T2D_J2	SAMEA4437696
ERR1630690	ERX1701023	HP1504101T2D_J21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630690/HP1504101T2D_J21.fastq.gz	HP1504101T2D_J21	SAMEA4437698
ERR1630691	ERX1701024	HP1504101T2D_J22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630691/HP1504101T2D_J22.fastq.gz	HP1504101T2D_J22	SAMEA4437699
ERR1630693	ERX1701026	HP1504101T2D_J24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630693/HP1504101T2D_J24.fastq.gz	HP1504101T2D_J24	SAMEA4437701
ERR1630701	ERX1701034	HP1504101T2D_K1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630701/HP1504101T2D_K1.fastq.gz	HP1504101T2D_K1	SAMEA4437709
ERR1630711	ERX1701044	HP1504101T2D_K19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630711/HP1504101T2D_K19.fastq.gz	HP1504101T2D_K19	SAMEA4437719
ERR1630717	ERX1701050	HP1504101T2D_K24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630717/HP1504101T2D_K24.fastq.gz	HP1504101T2D_K24	SAMEA4437725
ERR1630723	ERX1701056	HP1504101T2D_K8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630723/HP1504101T2D_K8.fastq.gz	HP1504101T2D_K8	SAMEA4437731
ERR1630733	ERX1701066	HP1504101T2D_L17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630733/HP1504101T2D_L17.fastq.gz	HP1504101T2D_L17	SAMEA4437741
ERR1630735	ERX1701068	HP1504101T2D_L19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630735/HP1504101T2D_L19.fastq.gz	HP1504101T2D_L19	SAMEA4437743
ERR1630738	ERX1701071	HP1504101T2D_L21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630738/HP1504101T2D_L21.fastq.gz	HP1504101T2D_L21	SAMEA4437746
ERR1630748	ERX1701081	HP1504101T2D_L9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630748/HP1504101T2D_L9.fastq.gz	HP1504101T2D_L9	SAMEA4437756
ERR1630750	ERX1701083	HP1504101T2D_M10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630750/HP1504101T2D_M10.fastq.gz	HP1504101T2D_M10	SAMEA4437758
ERR1630751	ERX1701084	HP1504101T2D_M11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630751/HP1504101T2D_M11.fastq.gz	HP1504101T2D_M11	SAMEA4437759
ERR1630756	ERX1701089	HP1504101T2D_M16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630756/HP1504101T2D_M16.fastq.gz	HP1504101T2D_M16	SAMEA4437764
ERR1630758	ERX1701091	HP1504101T2D_M18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630758/HP1504101T2D_M18.fastq.gz	HP1504101T2D_M18	SAMEA4437766
ERR1630759	ERX1701092	HP1504101T2D_M19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630759/HP1504101T2D_M19.fastq.gz	HP1504101T2D_M19	SAMEA4437767
ERR1630761	ERX1701094	HP1504101T2D_M20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630761/HP1504101T2D_M20.fastq.gz	HP1504101T2D_M20	SAMEA4437769
ERR1630768	ERX1701101	HP1504101T2D_M5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630768/HP1504101T2D_M5.fastq.gz	HP1504101T2D_M5	SAMEA4437776
ERR1630773	ERX1701106	HP1504101T2D_N1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630773/HP1504101T2D_N1.fastq.gz	HP1504101T2D_N1	SAMEA4437781
ERR1630774	ERX1701107	HP1504101T2D_N10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630774/HP1504101T2D_N10.fastq.gz	HP1504101T2D_N10	SAMEA4437782
ERR1630775	ERX1701108	HP1504101T2D_N11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630775/HP1504101T2D_N11.fastq.gz	HP1504101T2D_N11	SAMEA4437783
ERR1630780	ERX1701113	HP1504101T2D_N16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630780/HP1504101T2D_N16.fastq.gz	HP1504101T2D_N16	SAMEA4437788
ERR1630783	ERX1701116	HP1504101T2D_N19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630783/HP1504101T2D_N19.fastq.gz	HP1504101T2D_N19	SAMEA4437791
ERR1630784	ERX1701117	HP1504101T2D_N2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630784/HP1504101T2D_N2.fastq.gz	HP1504101T2D_N2	SAMEA4437792
ERR1630786	ERX1701119	HP1504101T2D_N21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630786/HP1504101T2D_N21.fastq.gz	HP1504101T2D_N21	SAMEA4437794
ERR1630790	ERX1701123	HP1504101T2D_N3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630790/HP1504101T2D_N3.fastq.gz	HP1504101T2D_N3	SAMEA4437798
ERR1630792	ERX1701125	HP1504101T2D_N5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630792/HP1504101T2D_N5.fastq.gz	HP1504101T2D_N5	SAMEA4437800
ERR1630793	ERX1701126	HP1504101T2D_N6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630793/HP1504101T2D_N6.fastq.gz	HP1504101T2D_N6	SAMEA4437801
ERR1630796	ERX1701129	HP1504101T2D_N9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630796/HP1504101T2D_N9.fastq.gz	HP1504101T2D_N9	SAMEA4437804
ERR1630797	ERX1701130	HP1504101T2D_O1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630797/HP1504101T2D_O1.fastq.gz	HP1504101T2D_O1	SAMEA4437805
ERR1630798	ERX1701131	HP1504101T2D_O10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630798/HP1504101T2D_O10.fastq.gz	HP1504101T2D_O10	SAMEA4437806
ERR1630802	ERX1701135	HP1504101T2D_O14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630802/HP1504101T2D_O14.fastq.gz	HP1504101T2D_O14	SAMEA4437810
ERR1630804	ERX1701137	HP1504101T2D_O16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630804/HP1504101T2D_O16.fastq.gz	HP1504101T2D_O16	SAMEA4437812
ERR1630806	ERX1701139	HP1504101T2D_O18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630806/HP1504101T2D_O18.fastq.gz	HP1504101T2D_O18	SAMEA4437814
ERR1630807	ERX1701140	HP1504101T2D_O19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630807/HP1504101T2D_O19.fastq.gz	HP1504101T2D_O19	SAMEA4437815
ERR1630808	ERX1701141	HP1504101T2D_O2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630808/HP1504101T2D_O2.fastq.gz	HP1504101T2D_O2	SAMEA4437816
ERR1630811	ERX1701144	HP1504101T2D_O22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630811/HP1504101T2D_O22.fastq.gz	HP1504101T2D_O22	SAMEA4437819
ERR1630812	ERX1701145	HP1504101T2D_O23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630812/HP1504101T2D_O23.fastq.gz	HP1504101T2D_O23	SAMEA4437820
ERR1630815	ERX1701148	HP1504101T2D_O4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630815/HP1504101T2D_O4.fastq.gz	HP1504101T2D_O4	SAMEA4437823
ERR1630817	ERX1701150	HP1504101T2D_O6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630817/HP1504101T2D_O6.fastq.gz	HP1504101T2D_O6	SAMEA4437825
ERR1630818	ERX1701151	HP1504101T2D_O7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630818/HP1504101T2D_O7.fastq.gz	HP1504101T2D_O7	SAMEA4437826
ERR1630824	ERX1701157	HP1504101T2D_P12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630824/HP1504101T2D_P12.fastq.gz	HP1504101T2D_P12	SAMEA4437832
ERR1630825	ERX1701158	HP1504101T2D_P14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630825/HP1504101T2D_P14.fastq.gz	HP1504101T2D_P14	SAMEA4437833
ERR1630826	ERX1701159	HP1504101T2D_P15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630826/HP1504101T2D_P15.fastq.gz	HP1504101T2D_P15	SAMEA4437834
ERR1630832	ERX1701165	HP1504101T2D_P20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630832/HP1504101T2D_P20.fastq.gz	HP1504101T2D_P20	SAMEA4437840
ERR1630834	ERX1701167	HP1504101T2D_P22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630834/HP1504101T2D_P22.fastq.gz	HP1504101T2D_P22	SAMEA4437842
ERR1630837	ERX1701170	HP1504101T2D_P3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630837/HP1504101T2D_P3.fastq.gz	HP1504101T2D_P3	SAMEA4437845
ERR1630839	ERX1701172	HP1504101T2D_P5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630839/HP1504101T2D_P5.fastq.gz	HP1504101T2D_P5	SAMEA4437847
ERR1630840	ERX1701173	HP1504101T2D_P6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630840/HP1504101T2D_P6.fastq.gz	HP1504101T2D_P6	SAMEA4437848
ERR1630841	ERX1701174	HP1504101T2D_P7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630841/HP1504101T2D_P7.fastq.gz	HP1504101T2D_P7	SAMEA4437849
ERR1630842	ERX1701175	HP1504101T2D_P8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630842/HP1504101T2D_P8.fastq.gz	HP1504101T2D_P8	SAMEA4437850
ERR1630844	ERX1701177	HP1504901_A1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630844/HP1504901_A1.fastq.gz	HP1504901_A1	SAMEA4437852
ERR1630846	ERX1701179	HP1504901_A11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630846/HP1504901_A11.fastq.gz	HP1504901_A11	SAMEA4437854
ERR1630852	ERX1701185	HP1504901_A17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630852/HP1504901_A17.fastq.gz	HP1504901_A17	SAMEA4437860
ERR1630861	ERX1701194	HP1504901_A3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630861/HP1504901_A3.fastq.gz	HP1504901_A3	SAMEA4437869
ERR1630864	ERX1701197	HP1504901_A6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630864/HP1504901_A6.fastq.gz	HP1504901_A6	SAMEA4437872
ERR1630865	ERX1701198	HP1504901_A7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630865/HP1504901_A7.fastq.gz	HP1504901_A7	SAMEA4437873
ERR1630867	ERX1701200	HP1504901_A9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630867/HP1504901_A9.fastq.gz	HP1504901_A9	SAMEA4437875
ERR1630869	ERX1701202	HP1504901_B10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630869/HP1504901_B10.fastq.gz	HP1504901_B10	SAMEA4437877
ERR1630878	ERX1701211	HP1504901_B19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630878/HP1504901_B19.fastq.gz	HP1504901_B19	SAMEA4437886
ERR1630880	ERX1701213	HP1504901_B20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630880/HP1504901_B20.fastq.gz	HP1504901_B20	SAMEA4437888
ERR1630883	ERX1701216	HP1504901_B23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630883/HP1504901_B23.fastq.gz	HP1504901_B23	SAMEA4437891
ERR1630885	ERX1701218	HP1504901_B3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630885/HP1504901_B3.fastq.gz	HP1504901_B3	SAMEA4437893
ERR1630892	ERX1701225	HP1504901_C1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630892/HP1504901_C1.fastq.gz	HP1504901_C1	SAMEA4437900
ERR1630895	ERX1701228	HP1504901_C12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630895/HP1504901_C12.fastq.gz	HP1504901_C12	SAMEA4437903
ERR1630899	ERX1701232	HP1504901_C16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630899/HP1504901_C16.fastq.gz	HP1504901_C16	SAMEA4437907
ERR1630900	ERX1701233	HP1504901_C17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630900/HP1504901_C17.fastq.gz	HP1504901_C17	SAMEA4437908
ERR1630905	ERX1701238	HP1504901_C21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630905/HP1504901_C21.fastq.gz	HP1504901_C21	SAMEA4437913
ERR1630906	ERX1701239	HP1504901_C22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630906/HP1504901_C22.fastq.gz	HP1504901_C22	SAMEA4437914
ERR1630907	ERX1701240	HP1504901_C23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630907/HP1504901_C23.fastq.gz	HP1504901_C23	SAMEA4437915
ERR1630908	ERX1701241	HP1504901_C24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1630908/HP1504901_C24.fastq.gz	HP1504901_C24	SAMEA4437916
